question_idx,question_text,answer,gt_answer,em,f1,reward,n_calls,n_badcalls,input_tokens,output_tokens,total_tokens,framework,status
9250,Claim: Melancholia stars Kirsten Dunst as Winnie the Pooh.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,12,0,21150,757,21907,cot_sc,success
2632,Claim: Angela Bassett is vegetarian.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,12,0,17180,837,18017,cot_sc,success
1652,Claim: Al Jardine refuses to play all musical instruments.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,11190,466,11656,cot_sc,success
234,Claim: Michael Vick is only Armenian.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,12,1,16695,539,17234,cot_sc,success
5535,Claim: Anne Rice was born in the United States in the 1970's.,REFUTES,REFUTES,1.0,1.0,1.0,8,1,12006,388,12394,cot_sc,success
2432,Claim: Bruce Shand was awarded a medal.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,10,0,14538,644,15182,cot_sc,success
3854,Claim: Juventus Stadium in Turin is the home stadium for Juventus F.C.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,10864,315,11179,cot_sc,success
9696,"Claim: Diana, Princess of Wales did not die in a car crash in Paris on August 31st, 1997.",REFUTES,REFUTES,1.0,1.0,1.0,9,0,13208,610,13818,cot_sc,success
1950,Claim: Sebastian Stan created a Critics' Choice Television Award.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,8,0,13329,719,14048,cot_sc,success
342,Claim: Southpaw is a movie in the sports drama genre.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,12629,408,13037,cot_sc,success
6116,Claim: Jennifer Lopez's The Remixes was the first in history to debut at number one on the Shazam Music Charts.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,18,0,29788,1770,31558,cot_sc,success
6266,Claim: Damon Albarn had nothing to do with the album Everyday Robots.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,11618,440,12058,cot_sc,success
6686,Claim: Lost is a French drama.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,10,0,13671,524,14195,cot_sc,success
4877,Claim: Annette Badland was in a BBC science fiction series for at least 4 seasons.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,11,0,17893,848,18741,cot_sc,success
705,Claim: Rob Sheridan was born in 1976.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,10404,230,10634,cot_sc,success
6245,Claim: Steve Wozniak designed homes.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9648,337,9985,cot_sc,success
2278,Claim: Fabian Nicieza has written for over 10 different comic books.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,8,0,11922,588,12510,cot_sc,success
8642,Claim: The Mighty Ducks was only produced by Paramount Pictures.,REFUTES,REFUTES,1.0,1.0,1.0,16,0,23314,976,24290,cot_sc,success
644,Claim: Polar bears are dependent on international aid.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,10,0,14648,769,15417,cot_sc,success
2850,Claim: Daggering is associated with dancehall music.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9504,344,9848,cot_sc,success
5903,Claim: The French Resistance committed acts of sabotage in Paris.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,16,0,26213,1453,27666,cot_sc,success
150,Claim: Bermuda Triangle is in the western part of the Atlantic Ocean near Florida.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,8,0,11897,432,12329,cot_sc,success
7976,Claim: Microbiologist research promotes information that leads to important policy decisions,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,19,0,28145,1740,29885,cot_sc,success
867,Claim: Aerobic exercise is good for heart health.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,8,0,12621,591,13212,cot_sc,success
6248,Claim: The first inauguration of Bill Clinton took place in Vietnam.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9763,271,10034,cot_sc,success
8712,Claim: Bones was cancelled by Hart Hanson.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,16,0,25123,1279,26402,cot_sc,success
4260,Claim: Colin Kaepernick is a starter for the San Francisco 49ers.,REFUTES,SUPPORTS,0.0,0.0,0.0,6,0,9571,443,10014,cot_sc,success
4562,Claim: Shawn Carlson writes about science.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9331,231,9562,cot_sc,success
441,Claim: The Millers's cancellation was announced four minutes into its second season.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,13722,534,14256,cot_sc,success
1019,Claim: Rachel Green was played by Janet Jackson.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9432,205,9637,cot_sc,success
4950,Claim: A Milli is a song by a jazz recording artist.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,10562,335,10897,cot_sc,success
7521,Claim: The Armenian Genocide took place in the Ottoman Empire and the Republic of Turkey and is studied by historians.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,10,0,16556,1400,17956,cot_sc,success
4312,Claim: Terry Crews played professional football.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9707,213,9920,cot_sc,success
294,Claim: Steve Ditko studied at the Cartoonist and Illustrators School.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,13138,485,13623,cot_sc,success
1613,Claim: Emma Watson is a car model.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,9614,366,9980,cot_sc,success
5524,Claim: Christian Gottlob Neefe was an opera extinguisher.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9183,390,9573,cot_sc,success
9836,Claim: Paramore is a classic rock band.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,10333,475,10808,cot_sc,success
7088,Claim: Eva Green acted in America.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,13,0,21772,1497,23269,cot_sc,success
1413,Claim: Edmund H. North presented an Academy Award.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,7,0,10682,468,11150,cot_sc,success
6656,Claim: Kesha has only ever eaten hot dogs competitively for a living.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,12427,524,12951,cot_sc,success
9954,Claim: The San Diego Chargers is a team that Terry Crews played on.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,16,0,25812,1084,26896,cot_sc,success
9131,Claim: French Indochina was in Northeast Asia.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,7,0,10872,322,11194,cot_sc,success
5917,Claim: 60 percent of the University of Mississippi's teachers come from Mississippi.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,13,0,17726,737,18463,cot_sc,success
6853,Claim: How to Train Your Dragon 2 used new filming software.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,18,0,28368,1423,29791,cot_sc,success
7884,Claim: Middle-earth was invented by a British writer.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,13108,864,13972,cot_sc,success
1068,Claim: Kelly Preston starred in Batman.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,7,0,10956,324,11280,cot_sc,success
470,Claim: The Washington Wizards won a division title in 2017 against the Miami Heat.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,10,0,15361,787,16148,cot_sc,success
4007,Claim: Buffy Summers appears in a recorded work.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9389,312,9701,cot_sc,success
9761,Claim: Edmund H. North was a songwriter.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9444,319,9763,cot_sc,success
2114,Claim: Carlos Santana was in a rock band.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9451,279,9730,cot_sc,success
8199,Claim: The 1974 crime film The Sugarland Express is in the home DVD library of Steven Spielberg.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,11,0,17273,1167,18440,cot_sc,success
3905,Claim: The second season of Shadowhunters had 20 episodes that are 22 minutes in length.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,20,0,30121,1694,31815,cot_sc,success
4218,Claim: Osamu Tezuka has a mother.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,10219,631,10850,cot_sc,success
2019,Claim: The 14th Dalai Lama lives in Dubai.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,13431,422,13853,cot_sc,success
7525,Claim: The Sterile Cuckoo was adapted from a novel written by an American novelist.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,13,0,20330,605,20935,cot_sc,success
3148,"Claim: In 1953, Lockheed Martin's current President was born.",REFUTES,SUPPORTS,0.0,0.0,0.0,17,0,25595,1673,27268,cot_sc,success
1924,"Claim: Camden, New Jersey is a capital city.",REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9846,345,10191,cot_sc,success
4921,Claim: Humphrey Bogart is a professional actor for films.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9351,403,9754,cot_sc,success
4410,Claim: Anne Rice was born in the 1960's.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,11869,384,12253,cot_sc,success
2778,Claim: Sophia Bush was only in horror films.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,11362,372,11734,cot_sc,success
7732,Claim: Baz Luhrmann's film Australia stars Hugh Jackman.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,10856,312,11168,cot_sc,success
3121,Claim: Bessie Smith died.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9341,331,9672,cot_sc,success
8565,Claim: Kenneth Lonergan is Canadian.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9431,249,9680,cot_sc,success
5516,Claim: Wildfang was founded in 2010.,REFUTES,SUPPORTS,0.0,0.0,0.0,6,0,9684,293,9977,cot_sc,success
6857,Claim: Byron Howard was nominated for a Golden Globe.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,6,0,9327,343,9670,cot_sc,success
4508,Claim: Middle-earth is part of a collection.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,8761,597,9358,cot_sc,success
4025,Claim: Marvel vs. Capcom: Infinite is part of a series.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,8779,319,9098,cot_sc,success
6521,Claim: Caroline Kennedy served as Japanese Ambassador to the United States.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9366,357,9723,cot_sc,success
9396,Claim: Jamaica is the place where Island Records was founded.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,10422,334,10756,cot_sc,success
7968,Claim: Tamerlan Tsarnaev has been to Allston.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,13,0,20214,872,21086,cot_sc,success
3,Claim: Anne Rice was born in New Jersey.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9298,216,9514,cot_sc,success
1495,Claim: Tamerlan Tsarnaev had a sister.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,9435,331,9766,cot_sc,success
7554,Claim: T2 Trainspotting is set in and around Aberdeen.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,11864,420,12284,cot_sc,success
8074,Claim: Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,18,0,29406,1630,31036,cot_sc,success
2324,Claim: Fabian Nicieza only writes screenplays.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9383,353,9736,cot_sc,success
2406,Claim: Capsicum chinense is only a member of an animal family.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9031,347,9378,cot_sc,success
699,Claim: Liverpool was the town where The Beatles died.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,14,0,20680,831,21511,cot_sc,success
5805,Claim: Home for the Holidays stars someone who died on a holiday.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,21,0,30823,1388,32211,cot_sc,success
9070,Claim: Starrcade was a professional wrestling event.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9563,210,9773,cot_sc,success
2168,Claim: Mary of Teck was never queen mother.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,21,0,36480,1860,38340,cot_sc,success
4086,Claim: The 14th Dalai Lama resides in India.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,11158,381,11539,cot_sc,success
8586,Claim: Instagram has Kendall Jenner on it.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,13,0,18944,729,19673,cot_sc,success
3675,Claim: Southpaw was written by Kurt Sutter.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,13,0,18594,750,19344,cot_sc,success
7916,Claim: There was a grouping of French colonial territories called French Indochina.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9801,340,10141,cot_sc,success
7103,Claim: Nuuk is in Norway.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9579,362,9941,cot_sc,success
4079,Claim: Byron Howard co-directed the television show Tangled.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,7,0,10749,594,11343,cot_sc,success
1857,Claim: A Milli is a song by Lil Wayne.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9343,237,9580,cot_sc,success
3351,Claim: Microbiologist research challenges information found in pathology.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,12,0,18737,1285,20022,cot_sc,success
9800,Claim: Franchising is regulated in the United Kingdom.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,19,0,27349,1490,28839,cot_sc,success
2693,Claim: Melancholia has Kiefer Sutherland in a starring role.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,13,0,21932,732,22664,cot_sc,success
2119,Claim: Jack Falahee's middle name is Bryan.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,6,0,10266,245,10511,cot_sc,success
44,Claim: Noah Cyrus is a younger sister of Macy Grey.,REFUTES,REFUTES,1.0,1.0,1.0,13,0,19148,972,20120,cot_sc,success
4452,Claim: Lithuania is where Lithuanians come from.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,8,0,11638,384,12022,cot_sc,success
9903,Claim: Scotty Moore was a software engineer.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9571,296,9867,cot_sc,success
2548,Claim: Edison Machine Works was barely set up to produce dynamos.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,10026,603,10629,cot_sc,success
8675,Claim: Jenna Jameson worked as a doctor.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9584,362,9946,cot_sc,success
7355,"Claim: Otto I, Holy Roman Emperor ended the Bulgarian invasions.",REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,14,0,22132,1376,23508,cot_sc,success
4326,Claim: Paul Nicholls played Joe Wicks on EastEnders.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,12581,390,12971,cot_sc,success
3691,Claim: Tom DeLonge formed a cult.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,9,0,13258,814,14072,cot_sc,success
3568,Claim: Regina King has received a Supreme Court nomination.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,8,0,12412,565,12977,cot_sc,success
762,Claim: Nuuk is a seat of government.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9532,257,9789,cot_sc,success
2492,Claim: The Hanford Site contributes to the LIGO Hanford Observatory.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,16,0,26690,1352,28042,cot_sc,success
9445,Claim: Shadowhunters did not premiere in 2016.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,12908,478,13386,cot_sc,success
7187,Claim: Penélope Cruz refused to model for Mango.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,13,0,19500,953,20453,cot_sc,success
8129,Claim: Nestor Carbonell rejected all offers to star in any television show.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,12325,622,12947,cot_sc,success
6454,Claim: The Bloods is narrowly known for its rivalry with the Crips.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9068,307,9375,cot_sc,success
6886,Claim: The Cincinnati Kid was directed by Norman Jewison in 1960.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,10696,399,11095,cot_sc,success
1023,Claim: Manmohan Singh was a prime minister after the first Prime Minister of India.,SUPPORTS,REFUTES,0.0,0.0,0.0,12,0,19137,643,19780,cot_sc,success
9981,Claim: Folklore includes bears.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,9456,485,9941,cot_sc,success
8921,Claim: Scotty Moore was a recording engineer for Sony.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9626,513,10139,cot_sc,success
7674,"Claim: Kellyanne Conway did not reference the ""Bowling Green massacre"" which never occurred.",REFUTES,REFUTES,1.0,1.0,1.0,9,0,13262,524,13786,cot_sc,success
2073,Claim: Marvel vs. Capcom: Infinite retains the series' traditional character assists.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,21,0,32672,2045,34717,cot_sc,success
6466,Claim: Jack Falahee was born in February and he is unknown.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,10491,609,11100,cot_sc,success
6455,Claim: Thomas Jefferson worked with James Madison.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,20,1,30589,1774,32363,cot_sc,success
8956,Claim: DNA is an album.,REFUTES,SUPPORTS,0.0,0.0,0.0,7,0,10678,591,11269,cot_sc,success
3445,Claim: WGBH-TV is a station on TV.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,10877,375,11252,cot_sc,success
380,Claim: Ed Wood is a politician.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,10135,288,10423,cot_sc,success
3018,Claim: Derek Hough starred in a King-Lear-inspired film.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,10,0,14756,622,15378,cot_sc,success
5620,Claim: The Dark Tower has remained unadapted to film.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,10224,357,10581,cot_sc,success
9889,Claim: Jeong Hyeong-don is Asian.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9411,253,9664,cot_sc,success
5798,Claim: Duane Chapman is a current bail bondsman.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,11232,325,11557,cot_sc,success
6458,Claim: Marcus Bentley is incapable of being a voice-over artist.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9333,448,9781,cot_sc,success
9581,Claim: Stripes featured an Italian in a role.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,21,0,31702,1342,33044,cot_sc,success
4608,"Claim: Neil Diamond was not born on January 24th, 1941.",REFUTES,REFUTES,1.0,1.0,1.0,8,0,11897,396,12293,cot_sc,success
225,Claim: The NAACP Image Award for Outstanding Supporting Actor in a Drama Series was last given in 1995.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9090,340,9430,cot_sc,success
3655,Claim: Mud has Tom Cruise in its cast.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,13,0,19810,766,20576,cot_sc,success
3831,Claim: New Orleans Pelicans compete the southwest Division of the NBA.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9213,285,9498,cot_sc,success
1205,Claim: The Quran is a text central to a religion's belief system.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9603,336,9939,cot_sc,success
5373,Claim: Soul Food was released by spirits.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,17,0,23394,1448,24842,cot_sc,success
2350,Claim: Finding Dory was directed.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,10407,309,10716,cot_sc,success
5728,Claim: Sandra Bullock was a director.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,7,0,11140,799,11939,cot_sc,success
1994,Claim: There are zero Polynesian languages.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9574,265,9839,cot_sc,success
7409,Claim: The script for In a Lonely Place is based on a mystery novel from 1947.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,8,0,11716,725,12441,cot_sc,success
2657,Claim: Saxony is the tenth largest Irish state.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9388,371,9759,cot_sc,success
8960,Claim: The New York Knicks are in the Eastern Conference.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,12618,383,13001,cot_sc,success
8632,Claim: Princess Mononoke is a film.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9905,276,10181,cot_sc,success
1789,Claim: Vedam is a 2010 Indian soccer MVP.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,9,0,12572,704,13276,cot_sc,success
8370,Claim: Match Point is a brand of radios.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9364,293,9657,cot_sc,success
9965,Claim: Regina King is a crew member of The Leftovers.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,14,0,23512,1207,24719,cot_sc,success
1065,Claim: The Others (2001 film) won Best Screenplay.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,16,0,25125,1087,26212,cot_sc,success
81,Claim: Island Records is a music school.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,9293,281,9574,cot_sc,success
3581,Claim: Jennifer Lopez made a wood shed.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,9283,343,9626,cot_sc,success
4226,Claim: Mickey Rourke only appears in a films he writes alone.,REFUTES,REFUTES,1.0,1.0,1.0,14,0,21707,1206,22913,cot_sc,success
9322,Claim: All speakers of the Chagatai language lived in France.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,9917,451,10368,cot_sc,success
8303,Claim: The principal photography of The Disaster Artist (film) is incapable of starting.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,13262,469,13731,cot_sc,success
6932,Claim: Dakota Fanning was involved with a film called Superman.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,15,0,21729,879,22608,cot_sc,success
9498,Claim: Recovery is an Eminem album.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,12287,385,12672,cot_sc,success
5381,Claim: Kenneth Branagh stars in The Road to El Dorado.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,9462,240,9702,cot_sc,success
