question_idx,question_text,answer,gt_answer,em,f1,reward,n_calls,n_badcalls,input_tokens,output_tokens,total_tokens,framework,status
6266,Claim: Damon Albarn had nothing to do with the album Everyday Robots.,REFUTES,REFUTES,1,1,1,3,0,2954,114,3068,action_prune_react,success
6686,Claim: Lost is a French drama.,REFUTES,NOT ENOUGH INFO,0,0,0,4,0,4020,159,4179,action_prune_react,success
4877,Claim: Annette Badland was in a BBC science fiction series for at least 4 seasons.,REFUTES,NOT ENOUGH INFO,0,0,0,5,0,6498,378,6876,action_prune_react,success
705,Claim: Rob Sheridan was born in 1976.,REFUTES,REFUTES,1,1,1,2,0,2101,53,2154,action_prune_react,success
6245,Claim: Steve Wozniak designed homes.,REFUTES,REFUTES,1,1,1,2,0,1965,87,2052,action_prune_react,success
2278,Claim: Fabian Nicieza has written for over 10 different comic books.,SUPPORTS,NOT ENOUGH INFO,0,0,0,3,0,2989,126,3115,action_prune_react,success
8642,Claim: The Mighty Ducks was only produced by Paramount Pictures.,REFUTES,REFUTES,1,1,1,2,0,1882,61,1943,action_prune_react,success
644,Claim: Polar bears are dependent on international aid.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,5,0,5586,281,5867,action_prune_react,success
2850,Claim: Daggering is associated with dancehall music.,SUPPORTS,SUPPORTS,1,1,1,2,0,1943,77,2020,action_prune_react,success
5903,Claim: The French Resistance committed acts of sabotage in Paris.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,9048,579,9627,action_prune_react,success
150,Claim: Bermuda Triangle is in the western part of the Atlantic Ocean near Florida.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1969,95,2064,action_prune_react,success
7976,Claim: Microbiologist research promotes information that leads to important policy decisions,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,8951,668,9619,action_prune_react,success
867,Claim: Aerobic exercise is good for heart health.,SUPPORTS,SUPPORTS,1,1,1,5,0,5394,248,5642,action_prune_react,success
6248,Claim: The first inauguration of Bill Clinton took place in Vietnam.,REFUTES,REFUTES,1,1,1,2,0,1992,77,2069,action_prune_react,success
8712,Claim: Bones was cancelled by Hart Hanson.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1902,80,1982,action_prune_react,success
4260,Claim: Colin Kaepernick is a starter for the San Francisco 49ers.,REFUTES,SUPPORTS,0,0,0,2,0,1946,109,2055,action_prune_react,success
4562,Claim: Shawn Carlson writes about science.,SUPPORTS,SUPPORTS,1,1,1,2,0,1919,57,1976,action_prune_react,success
441,Claim: The Millers's cancellation was announced four minutes into its second season.,REFUTES,REFUTES,1,1,1,3,0,3100,147,3247,action_prune_react,success
1019,Claim: Rachel Green was played by Janet Jackson.,REFUTES,REFUTES,1,1,1,2,0,1943,59,2002,action_prune_react,success
4950,Claim: A Milli is a song by a jazz recording artist.,REFUTES,REFUTES,1,1,1,2,0,1939,73,2012,action_prune_react,success
7521,Claim: The Armenian Genocide took place in the Ottoman Empire and the Republic of Turkey and is studied by historians.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1939,102,2041,action_prune_react,success
4312,Claim: Terry Crews played professional football.,SUPPORTS,SUPPORTS,1,1,1,2,0,1988,54,2042,action_prune_react,success
294,Claim: Steve Ditko studied at the Cartoonist and Illustrators School.,SUPPORTS,SUPPORTS,1,1,1,2,0,1940,67,2007,action_prune_react,success
1613,Claim: Emma Watson is a car model.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1952,100,2052,action_prune_react,success
5524,Claim: Christian Gottlob Neefe was an opera extinguisher.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1876,103,1979,action_prune_react,success
9836,Claim: Paramore is a classic rock band.,REFUTES,REFUTES,1,1,1,2,0,1864,135,1999,action_prune_react,success
7088,Claim: Eva Green acted in America.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1944,130,2074,action_prune_react,success
1413,Claim: Edmund H. North presented an Academy Award.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1933,120,2053,action_prune_react,success
6656,Claim: Kesha has only ever eaten hot dogs competitively for a living.,REFUTES,REFUTES,1,1,1,2,0,1984,102,2086,action_prune_react,success
9954,Claim: The San Diego Chargers is a team that Terry Crews played on.,NOT ENOUGH INFO,SUPPORTS,0,0,0,7,0,9178,379,9557,action_prune_react,success
9131,Claim: French Indochina was in Northeast Asia.,REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3046,122,3168,action_prune_react,success
5917,Claim: 60 percent of the University of Mississippi's teachers come from Mississippi.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,4,0,4080,207,4287,action_prune_react,success
6853,Claim: How to Train Your Dragon 2 used new filming software.,NOT ENOUGH INFO,REFUTES,0,0,0,5,0,6149,404,6553,action_prune_react,success
7884,Claim: Middle-earth was invented by a British writer.,SUPPORTS,SUPPORTS,1,1,1,2,0,1810,83,1893,action_prune_react,success
1068,Claim: Kelly Preston starred in Batman.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1970,62,2032,action_prune_react,success
470,Claim: The Washington Wizards won a division title in 2017 against the Miami Heat.,REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3164,205,3369,action_prune_react,success
4007,Claim: Buffy Summers appears in a recorded work.,SUPPORTS,SUPPORTS,1,1,1,2,0,1928,92,2020,action_prune_react,success
9761,Claim: Edmund H. North was a songwriter.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1930,89,2019,action_prune_react,success
2114,Claim: Carlos Santana was in a rock band.,SUPPORTS,SUPPORTS,1,1,1,2,0,1938,69,2007,action_prune_react,success
8199,Claim: The 1974 crime film The Sugarland Express is in the home DVD library of Steven Spielberg.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,3,0,3009,193,3202,action_prune_react,success
3905,Claim: The second season of Shadowhunters had 20 episodes that are 22 minutes in length.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,8186,412,8598,action_prune_react,success
4218,Claim: Osamu Tezuka has a mother.,SUPPORTS,SUPPORTS,1,1,1,2,0,2066,104,2170,action_prune_react,success
2019,Claim: The 14th Dalai Lama lives in Dubai.,REFUTES,REFUTES,1,1,1,2,0,2027,88,2115,action_prune_react,success
7525,Claim: The Sterile Cuckoo was adapted from a novel written by an American novelist.,SUPPORTS,SUPPORTS,1,1,1,4,0,4632,174,4806,action_prune_react,success
3148,"Claim: In 1953, Lockheed Martin's current President was born.",NOT ENOUGH INFO,SUPPORTS,0,0,0,7,0,9023,611,9634,action_prune_react,success
1924,"Claim: Camden, New Jersey is a capital city.",REFUTES,NOT ENOUGH INFO,0,0,0,2,0,2000,66,2066,action_prune_react,success
4921,Claim: Humphrey Bogart is a professional actor for films.,SUPPORTS,SUPPORTS,1,1,1,2,0,1913,97,2010,action_prune_react,success
4410,Claim: Anne Rice was born in the 1960's.,REFUTES,REFUTES,1,1,1,3,0,3041,129,3170,action_prune_react,success
2778,Claim: Sophia Bush was only in horror films.,REFUTES,REFUTES,1,1,1,2,0,1858,78,1936,action_prune_react,success
7732,Claim: Baz Luhrmann's film Australia stars Hugh Jackman.,SUPPORTS,SUPPORTS,1,1,1,2,0,1977,72,2049,action_prune_react,success
3121,Claim: Bessie Smith died.,SUPPORTS,SUPPORTS,1,1,1,2,0,1915,81,1996,action_prune_react,success
8565,Claim: Kenneth Lonergan is Canadian.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1937,69,2006,action_prune_react,success
5516,Claim: Wildfang was founded in 2010.,REFUTES,SUPPORTS,0,0,0,2,0,1972,82,2054,action_prune_react,success
6857,Claim: Byron Howard was nominated for a Golden Globe.,NOT ENOUGH INFO,SUPPORTS,0,0,0,2,0,1909,95,2004,action_prune_react,success
4508,Claim: Middle-earth is part of a collection.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1806,98,1904,action_prune_react,success
4025,Claim: Marvel vs. Capcom: Infinite is part of a series.,SUPPORTS,SUPPORTS,1,1,1,2,0,1822,82,1904,action_prune_react,success
6521,Claim: Caroline Kennedy served as Japanese Ambassador to the United States.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1920,85,2005,action_prune_react,success
9396,Claim: Jamaica is the place where Island Records was founded.,SUPPORTS,SUPPORTS,1,1,1,2,0,1917,69,1986,action_prune_react,success
7968,Claim: Tamerlan Tsarnaev has been to Allston.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,4,0,4570,230,4800,action_prune_react,success
3,Claim: Anne Rice was born in New Jersey.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1920,60,1980,action_prune_react,success
1495,Claim: Tamerlan Tsarnaev had a sister.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1934,90,2024,action_prune_react,success
7554,Claim: T2 Trainspotting is set in and around Aberdeen.,REFUTES,REFUTES,1,1,1,2,0,1959,76,2035,action_prune_react,success
8074,Claim: Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,NOT ENOUGH INFO,SUPPORTS,0,0,0,7,0,9655,518,10173,action_prune_react,success
2324,Claim: Fabian Nicieza only writes screenplays.,REFUTES,REFUTES,1,1,1,2,0,1912,91,2003,action_prune_react,success
2406,Claim: Capsicum chinense is only a member of an animal family.,REFUTES,REFUTES,1,1,1,2,0,1865,89,1954,action_prune_react,success
699,Claim: Liverpool was the town where The Beatles died.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,3,0,2994,160,3154,action_prune_react,success
5805,Claim: Home for the Holidays stars someone who died on a holiday.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,8885,608,9493,action_prune_react,success
9070,Claim: Starrcade was a professional wrestling event.,SUPPORTS,SUPPORTS,1,1,1,2,0,1966,59,2025,action_prune_react,success
2168,Claim: Mary of Teck was never queen mother.,REFUTES,REFUTES,1,1,1,3,0,3350,247,3597,action_prune_react,success
4086,Claim: The 14th Dalai Lama resides in India.,SUPPORTS,SUPPORTS,1,1,1,2,0,2027,82,2109,action_prune_react,success
8586,Claim: Instagram has Kendall Jenner on it.,NOT ENOUGH INFO,SUPPORTS,0,0,0,3,0,2965,127,3092,action_prune_react,success
3675,Claim: Southpaw was written by Kurt Sutter.,SUPPORTS,SUPPORTS,1,1,1,4,0,4073,157,4230,action_prune_react,success
7916,Claim: There was a grouping of French colonial territories called French Indochina.,SUPPORTS,SUPPORTS,1,1,1,2,0,1997,97,2094,action_prune_react,success
7103,Claim: Nuuk is in Norway.,REFUTES,REFUTES,1,1,1,2,0,1944,85,2029,action_prune_react,success
4079,Claim: Byron Howard co-directed the television show Tangled.,NOT ENOUGH INFO,REFUTES,0,0,0,2,0,1915,130,2045,action_prune_react,success
1857,Claim: A Milli is a song by Lil Wayne.,SUPPORTS,SUPPORTS,1,1,1,2,0,1929,63,1992,action_prune_react,success
3351,Claim: Microbiologist research challenges information found in pathology.,NOT ENOUGH INFO,REFUTES,0,0,0,5,0,5556,453,6009,action_prune_react,success
9800,Claim: Franchising is regulated in the United Kingdom.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,7,0,8359,472,8831,action_prune_react,success
2693,Claim: Melancholia has Kiefer Sutherland in a starring role.,SUPPORTS,SUPPORTS,1,1,1,5,0,5639,277,5916,action_prune_react,success
2119,Claim: Jack Falahee's middle name is Bryan.,NOT ENOUGH INFO,REFUTES,0,0,0,2,0,2084,52,2136,action_prune_react,success
44,Claim: Noah Cyrus is a younger sister of Macy Grey.,NOT ENOUGH INFORMATION,REFUTES,0,0,0,4,0,4695,167,4862,action_prune_react,success
4452,Claim: Lithuania is where Lithuanians come from.,SUPPORTS,SUPPORTS,1,1,1,2,0,1968,62,2030,action_prune_react,success
9903,Claim: Scotty Moore was a software engineer.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1957,64,2021,action_prune_react,success
2548,Claim: Edison Machine Works was barely set up to produce dynamos.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1986,164,2150,action_prune_react,success
8675,Claim: Jenna Jameson worked as a doctor.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1955,83,2038,action_prune_react,success
7355,"Claim: Otto I, Holy Roman Emperor ended the Bulgarian invasions.",NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1976,97,2073,action_prune_react,success
4326,Claim: Paul Nicholls played Joe Wicks on EastEnders.,SUPPORTS,SUPPORTS,1,1,1,3,0,2919,99,3018,action_prune_react,success
3691,Claim: Tom DeLonge formed a cult.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1921,61,1982,action_prune_react,success
3568,Claim: Regina King has received a Supreme Court nomination.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1954,76,2030,action_prune_react,success
762,Claim: Nuuk is a seat of government.,SUPPORTS,SUPPORTS,1,1,1,2,0,1952,65,2017,action_prune_react,success
2492,Claim: The Hanford Site contributes to the LIGO Hanford Observatory.,NOT ENOUGH INFO,SUPPORTS,0,0,0,3,0,3253,138,3391,action_prune_react,success
9445,Claim: Shadowhunters did not premiere in 2016.,REFUTES,REFUTES,1,1,1,3,0,2961,123,3084,action_prune_react,success
7187,Claim: Penélope Cruz refused to model for Mango.,NOT ENOUGH INFORMATION,REFUTES,0,0,0,5,0,5906,292,6198,action_prune_react,success
8129,Claim: Nestor Carbonell rejected all offers to star in any television show.,REFUTES,REFUTES,1,1,1,2,0,1954,113,2067,action_prune_react,success
6454,Claim: The Bloods is narrowly known for its rivalry with the Crips.,REFUTES,REFUTES,1,1,1,2,0,1879,96,1975,action_prune_react,success
6886,Claim: The Cincinnati Kid was directed by Norman Jewison in 1960.,REFUTES,REFUTES,1,1,1,2,0,1933,109,2042,action_prune_react,success
1023,Claim: Manmohan Singh was a prime minister after the first Prime Minister of India.,SUPPORTS,REFUTES,0,0,0,4,0,4740,198,4938,action_prune_react,success
9981,Claim: Folklore includes bears.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1913,147,2060,action_prune_react,success
8921,Claim: Scotty Moore was a recording engineer for Sony.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1967,70,2037,action_prune_react,success
7674,"Claim: Kellyanne Conway did not reference the ""Bowling Green massacre"" which never occurred.",REFUTES,REFUTES,1,1,1,3,0,3040,124,3164,action_prune_react,success
2073,Claim: Marvel vs. Capcom: Infinite retains the series' traditional character assists.,NOT ENOUGH INFO,REFUTES,0,0,0,7,0,8487,521,9008,action_prune_react,success
6466,Claim: Jack Falahee was born in February and he is unknown.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,2090,88,2178,action_prune_react,success
6455,Claim: Thomas Jefferson worked with James Madison.,SUPPORTS,SUPPORTS,1,1,1,5,0,5993,251,6244,action_prune_react,success
8956,Claim: DNA is an album.,REFUTES,SUPPORTS,0,0,0,2,0,1918,72,1990,action_prune_react,success
3445,Claim: WGBH-TV is a station on TV.,SUPPORTS,SUPPORTS,1,1,1,2,0,2171,92,2263,action_prune_react,success
380,Claim: Ed Wood is a politician.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,2046,74,2120,action_prune_react,success
3018,Claim: Derek Hough starred in a King-Lear-inspired film.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1979,92,2071,action_prune_react,success
5620,Claim: The Dark Tower has remained unadapted to film.,REFUTES,REFUTES,1,1,1,3,0,3064,139,3203,action_prune_react,success
9889,Claim: Jeong Hyeong-don is Asian.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1940,65,2005,action_prune_react,success
5798,Claim: Duane Chapman is a current bail bondsman.,REFUTES,REFUTES,1,1,1,2,0,2046,67,2113,action_prune_react,success
6458,Claim: Marcus Bentley is incapable of being a voice-over artist.,REFUTES,REFUTES,1,1,1,2,0,1885,88,1973,action_prune_react,success
9581,Claim: Stripes featured an Italian in a role.,NOT ENOUGH INFO,REFUTES,0,0,0,7,0,9563,279,9842,action_prune_react,success
4608,"Claim: Neil Diamond was not born on January 24th, 1941.",REFUTES,REFUTES,1,1,1,3,0,3034,132,3166,action_prune_react,success
225,Claim: The NAACP Image Award for Outstanding Supporting Actor in a Drama Series was last given in 1995.,REFUTES,REFUTES,1,1,1,2,0,1883,92,1975,action_prune_react,success
3655,Claim: Mud has Tom Cruise in its cast.,REFUTES,NOT ENOUGH INFO,0,0,0,6,0,7100,406,7506,action_prune_react,success
3831,Claim: New Orleans Pelicans compete the southwest Division of the NBA.,SUPPORTS,SUPPORTS,1,1,1,2,0,1899,72,1971,action_prune_react,success
1205,Claim: The Quran is a text central to a religion's belief system.,SUPPORTS,SUPPORTS,1,1,1,2,0,1964,73,2037,action_prune_react,success
5373,Claim: Soul Food was released by spirits.,NOT ENOUGH INFO,REFUTES,0,0,0,6,0,6478,269,6747,action_prune_react,success
2350,Claim: Finding Dory was directed.,SUPPORTS,SUPPORTS,1,1,1,3,0,2940,111,3051,action_prune_react,success
5728,Claim: Sandra Bullock was a director.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1939,58,1997,action_prune_react,success
1994,Claim: There are zero Polynesian languages.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1955,65,2020,action_prune_react,success
7409,Claim: The script for In a Lonely Place is based on a mystery novel from 1947.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1867,112,1979,action_prune_react,success
2657,Claim: Saxony is the tenth largest Irish state.,REFUTES,REFUTES,1,1,1,2,0,1925,86,2011,action_prune_react,success
8960,Claim: The New York Knicks are in the Eastern Conference.,SUPPORTS,SUPPORTS,1,1,1,3,0,2964,125,3089,action_prune_react,success
8632,Claim: Princess Mononoke is a film.,SUPPORTS,SUPPORTS,1,1,1,2,0,2017,68,2085,action_prune_react,success
1789,Claim: Vedam is a 2010 Indian soccer MVP.,REFUTES,REFUTES,1,1,1,3,0,2934,144,3078,action_prune_react,success
8370,Claim: Match Point is a brand of radios.,REFUTES,REFUTES,1,1,1,2,0,1927,77,2004,action_prune_react,success
9965,Claim: Regina King is a crew member of The Leftovers.,SUPPORTS,NOT ENOUGH INFO,0,0,0,4,0,4834,249,5083,action_prune_react,success
1065,Claim: The Others (2001 film) won Best Screenplay.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,3,0,3112,175,3287,action_prune_react,success
81,Claim: Island Records is a music school.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1912,86,1998,action_prune_react,success
3581,Claim: Jennifer Lopez made a wood shed.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1942,61,2003,action_prune_react,success
4226,Claim: Mickey Rourke only appears in a films he writes alone.,NOT ENOUGH INFO,REFUTES,0,0,0,7,0,9768,727,10495,action_prune_react,success
9322,Claim: All speakers of the Chagatai language lived in France.,REFUTES,REFUTES,1,1,1,2,0,1990,100,2090,action_prune_react,success
8303,Claim: The principal photography of The Disaster Artist (film) is incapable of starting.,REFUTES,REFUTES,1,1,1,4,0,4282,221,4503,action_prune_react,success
6932,Claim: Dakota Fanning was involved with a film called Superman.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1998,62,2060,action_prune_react,success
9498,Claim: Recovery is an Eminem album.,SUPPORTS,SUPPORTS,1,1,1,4,0,3922,144,4066,action_prune_react,success
5381,Claim: Kenneth Branagh stars in The Road to El Dorado.,SUPPORTS,SUPPORTS,1,1,1,2,0,1951,68,2019,action_prune_react,success
4080,Claim: Paris (Paris Hilton album) incorporates rhythm and lyrics of soul.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1856,93,1949,action_prune_react,success
9871,Claim: Home for the Holidays stars the second child of Charlie Chaplin,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,5,0,5277,229,5506,action_prune_react,success
2985,Claim: Efraim Diveroli is a Spaniard.,REFUTES,REFUTES,1,1,1,2,0,1858,68,1926,action_prune_react,success
5364,Claim: Reign Over Me was written and directed by Mike Binder in 2001.,REFUTES,REFUTES,1,1,1,2,0,1954,115,2069,action_prune_react,success
120,Claim: The 14th Dalai Lama lives in Japan exclusively.,REFUTES,REFUTES,1,1,1,2,0,2029,86,2115,action_prune_react,success
9141,Claim: Gordon Ramsay has killed apprentices.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1809,160,1969,action_prune_react,success
4324,"Claim: Ashley Cole was born December 20, 1980 in Sweden.",REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3101,137,3238,action_prune_react,success
7309,Claim: Liverpool is outside of the United Kingdom.,REFUTES,REFUTES,1,1,1,2,0,1914,60,1974,action_prune_react,success
1527,Claim: T2 Trainspotting is set in and around a city.,SUPPORTS,SUPPORTS,1,1,1,2,0,1958,106,2064,action_prune_react,success
7706,Claim: Awkward Black Girl was made by Issa Rae.,SUPPORTS,SUPPORTS,1,1,1,2,0,2243,78,2321,action_prune_react,success
7453,Claim: San Diego Comic-Con was not founded in 1970.,REFUTES,REFUTES,1,1,1,3,0,3162,139,3301,action_prune_react,success
6544,Claim: Brazzers is not based in Canada.,REFUTES,REFUTES,1,1,1,2,0,1992,73,2065,action_prune_react,success
3255,Claim: NPR played a song by Jewell.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,7,0,8778,526,9304,action_prune_react,success
