question_idx,question_text,answer,gt_answer,em,f1,reward,n_calls,n_badcalls,input_tokens,output_tokens,total_tokens,framework,status
4260,Claim: Colin Kaepernick is a starter for the San Francisco 49ers.,REFUTES,SUPPORTS,0.0,0.0,0.0,6,0,5832,339,6171,majority_voting,success
4562,Claim: Shawn Carlson writes about science.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5772,181,5953,majority_voting,success
441,Claim: The Millers's cancellation was announced four minutes into its second season.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,9368,453,9821,majority_voting,success
1019,Claim: Rachel Green was played by Janet Jackson.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5828,158,5986,majority_voting,success
4950,Claim: A Milli is a song by a jazz recording artist.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,6851,264,7115,majority_voting,success
7521,Claim: The Armenian Genocide took place in the Ottoman Empire and the Republic of Turkey and is studied by historians.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,10,0,11938,888,12826,majority_voting,success
4312,Claim: Terry Crews played professional football.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5962,160,6122,majority_voting,success
294,Claim: Steve Ditko studied at the Cartoonist and Illustrators School.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,9109,389,9498,majority_voting,success
1613,Claim: Emma Watson is a car model.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,5857,285,6142,majority_voting,success
5524,Claim: Christian Gottlob Neefe was an opera extinguisher.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5655,308,5963,majority_voting,success
9836,Claim: Paramore is a classic rock band.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,6669,389,7058,majority_voting,success
7088,Claim: Eva Green acted in America.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,13,0,16642,985,17627,majority_voting,success
1413,Claim: Edmund H. North presented an Academy Award.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,7,0,6843,386,7229,majority_voting,success
6656,Claim: Kesha has only ever eaten hot dogs competitively for a living.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,8320,444,8764,majority_voting,success
9954,Claim: The San Diego Chargers is a team that Terry Crews played on.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,16,0,20596,988,21584,majority_voting,success
9131,Claim: French Indochina was in Northeast Asia.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,7,0,7005,255,7260,majority_voting,success
5917,Claim: 60 percent of the University of Mississippi's teachers come from Mississippi.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,13,0,13545,653,14198,majority_voting,success
6853,Claim: How to Train Your Dragon 2 used new filming software.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,18,0,22833,1290,24123,majority_voting,success
7884,Claim: Middle-earth was invented by a British writer.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,9239,518,9757,majority_voting,success
1068,Claim: Kelly Preston starred in Batman.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,7,0,7122,245,7367,majority_voting,success
470,Claim: The Washington Wizards won a division title in 2017 against the Miami Heat.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,10,0,10717,681,11398,majority_voting,success
4007,Claim: Buffy Summers appears in a recorded work.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5772,228,6000,majority_voting,success
9761,Claim: Edmund H. North was a songwriter.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5785,270,6055,majority_voting,success
2114,Claim: Carlos Santana was in a rock band.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5816,210,6026,majority_voting,success
8199,Claim: The 1974 crime film The Sugarland Express is in the home DVD library of Steven Spielberg.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,11,0,12720,1028,13748,majority_voting,success
3905,Claim: The second season of Shadowhunters had 20 episodes that are 22 minutes in length.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,20,0,24434,1608,26042,majority_voting,success
4218,Claim: Osamu Tezuka has a mother.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,6185,252,6437,majority_voting,success
2019,Claim: The 14th Dalai Lama lives in Dubai.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,9217,372,9589,majority_voting,success
7525,Claim: The Sterile Cuckoo was adapted from a novel written by an American novelist.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,13,0,15246,552,15798,majority_voting,success
3148,"Claim: In 1953, Lockheed Martin's current President was born.",REFUTES,SUPPORTS,0.0,0.0,0.0,17,0,20028,1531,21559,majority_voting,success
1924,"Claim: Camden, New Jersey is a capital city.",REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,6000,240,6240,majority_voting,success
4921,Claim: Humphrey Bogart is a professional actor for films.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5737,283,6020,majority_voting,success
4410,Claim: Anne Rice was born in the 1960's.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,7997,325,8322,majority_voting,success
2778,Claim: Sophia Bush was only in horror films.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,7691,370,8061,majority_voting,success
7732,Claim: Baz Luhrmann's film Australia stars Hugh Jackman.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,7017,258,7275,majority_voting,success
3121,Claim: Bessie Smith died.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5744,229,5973,majority_voting,success
8565,Claim: Kenneth Lonergan is Canadian.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5806,204,6010,majority_voting,success
5516,Claim: Wildfang was founded in 2010.,REFUTES,SUPPORTS,0.0,0.0,0.0,6,0,5918,236,6154,majority_voting,success
6857,Claim: Byron Howard was nominated for a Golden Globe.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,6,0,5728,269,5997,majority_voting,success
4508,Claim: Middle-earth is part of a collection.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,5415,328,5743,majority_voting,success
4025,Claim: Marvel vs. Capcom: Infinite is part of a series.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5482,255,5737,majority_voting,success
6521,Claim: Caroline Kennedy served as Japanese Ambassador to the United States.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5756,254,6010,majority_voting,success
9396,Claim: Jamaica is the place where Island Records was founded.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,6769,237,7006,majority_voting,success
7968,Claim: Tamerlan Tsarnaev has been to Allston.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,13,0,15272,725,15997,majority_voting,success
3,Claim: Anne Rice was born in New Jersey.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5757,164,5921,majority_voting,success
1495,Claim: Tamerlan Tsarnaev had a sister.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,5795,258,6053,majority_voting,success
7554,Claim: T2 Trainspotting is set in and around Aberdeen.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,7976,309,8285,majority_voting,success
8074,Claim: Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,18,0,23474,1371,24845,majority_voting,success
2324,Claim: Fabian Nicieza only writes screenplays.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5756,277,6033,majority_voting,success
2406,Claim: Capsicum chinense is only a member of an animal family.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5586,279,5865,majority_voting,success
699,Claim: Liverpool was the town where The Beatles died.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,14,0,15911,723,16634,majority_voting,success
5805,Claim: Home for the Holidays stars someone who died on a holiday.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,21,0,25238,1306,26544,majority_voting,success
9070,Claim: Starrcade was a professional wrestling event.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5899,163,6062,majority_voting,success
2168,Claim: Mary of Teck was never queen mother.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,21,0,29691,1756,31447,majority_voting,success
4086,Claim: The 14th Dalai Lama resides in India.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,7136,288,7424,majority_voting,success
8586,Claim: Instagram has Kendall Jenner on it.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,13,0,14430,630,15060,majority_voting,success
3675,Claim: Southpaw was written by Kurt Sutter.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,13,0,14203,689,14892,majority_voting,success
7916,Claim: There was a grouping of French colonial territories called French Indochina.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5988,250,6238,majority_voting,success
7103,Claim: Nuuk is in Norway.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5831,289,6120,majority_voting,success
4079,Claim: Byron Howard co-directed the television show Tangled.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,7,0,6842,509,7351,majority_voting,success
1857,Claim: A Milli is a song by Lil Wayne.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5782,177,5959,majority_voting,success
3351,Claim: Microbiologist research challenges information found in pathology.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,12,0,13705,773,14478,majority_voting,success
9800,Claim: Franchising is regulated in the United Kingdom.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0.0,0.0,0.0,19,0,22086,1376,23462,majority_voting,success
2693,Claim: Melancholia has Kiefer Sutherland in a starring role.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,13,0,16719,730,17449,majority_voting,success
2119,Claim: Jack Falahee's middle name is Bryan.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,6,0,6245,165,6410,majority_voting,success
44,Claim: Noah Cyrus is a younger sister of Macy Grey.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,13,0,14485,628,15113,majority_voting,success
4452,Claim: Lithuania is where Lithuanians come from.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,8,0,7858,290,8148,majority_voting,success
9903,Claim: Scotty Moore was a software engineer.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5878,200,6078,majority_voting,success
2548,Claim: Edison Machine Works was barely set up to produce dynamos.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5976,489,6465,majority_voting,success
8675,Claim: Jenna Jameson worked as a doctor.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5866,240,6106,majority_voting,success
7355,"Claim: Otto I, Holy Roman Emperor ended the Bulgarian invasions.",REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,14,0,17072,900,17972,majority_voting,success
4326,Claim: Paul Nicholls played Joe Wicks on EastEnders.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,8798,314,9112,majority_voting,success
3691,Claim: Tom DeLonge formed a cult.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,9,0,9224,576,9800,majority_voting,success
3568,Claim: Regina King has received a Supreme Court nomination.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,8,0,8359,440,8799,majority_voting,success
762,Claim: Nuuk is a seat of government.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5873,192,6065,majority_voting,success
2492,Claim: The Hanford Site contributes to the LIGO Hanford Observatory.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,16,0,20969,1205,22174,majority_voting,success
9445,Claim: Shadowhunters did not premiere in 2016.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,8959,385,9344,majority_voting,success
7187,Claim: Penélope Cruz refused to model for Mango.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,13,0,14651,832,15483,majority_voting,success
8129,Claim: Nestor Carbonell rejected all offers to star in any television show.,REFUTES,REFUTES,1.0,1.0,1.0,8,0,8214,491,8705,majority_voting,success
6454,Claim: The Bloods is narrowly known for its rivalry with the Crips.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5630,232,5862,majority_voting,success
6886,Claim: The Cincinnati Kid was directed by Norman Jewison in 1960.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,6906,331,7237,majority_voting,success
1023,Claim: Manmohan Singh was a prime minister after the first Prime Minister of India.,SUPPORTS,REFUTES,0.0,0.0,0.0,12,0,14196,541,14737,majority_voting,success
9981,Claim: Folklore includes bears.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,5738,360,6098,majority_voting,success
8921,Claim: Scotty Moore was a recording engineer for Sony.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5901,224,6125,majority_voting,success
7674,"Claim: Kellyanne Conway did not reference the ""Bowling Green massacre"" which never occurred.",REFUTES,REFUTES,1.0,1.0,1.0,9,0,9150,439,9589,majority_voting,success
2073,Claim: Marvel vs. Capcom: Infinite retains the series' traditional character assists.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,21,0,26404,1945,28349,majority_voting,success
6466,Claim: Jack Falahee was born in February and he is unknown.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,6269,358,6627,majority_voting,success
6455,Claim: Thomas Jefferson worked with James Madison.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,20,1,24925,1387,26312,majority_voting,success
8956,Claim: DNA is an album.,REFUTES,SUPPORTS,0.0,0.0,0.0,7,0,6951,293,7244,majority_voting,success
3445,Claim: WGBH-TV is a station on TV.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,6509,268,6777,majority_voting,success
380,Claim: Ed Wood is a politician.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,6139,237,6376,majority_voting,success
3018,Claim: Derek Hough starred in a King-Lear-inspired film.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,10,0,10464,502,10966,majority_voting,success
5620,Claim: The Dark Tower has remained unadapted to film.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,6681,266,6947,majority_voting,success
9889,Claim: Jeong Hyeong-don is Asian.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5819,173,5992,majority_voting,success
5798,Claim: Duane Chapman is a current bail bondsman.,REFUTES,REFUTES,1.0,1.0,1.0,7,0,7188,248,7436,majority_voting,success
6458,Claim: Marcus Bentley is incapable of being a voice-over artist.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5733,345,6078,majority_voting,success
9581,Claim: Stripes featured an Italian in a role.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,21,0,25786,1234,27020,majority_voting,success
4608,"Claim: Neil Diamond was not born on January 24th, 1941.",REFUTES,REFUTES,1.0,1.0,1.0,8,0,7995,330,8325,majority_voting,success
225,Claim: The NAACP Image Award for Outstanding Supporting Actor in a Drama Series was last given in 1995.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5647,271,5918,majority_voting,success
3655,Claim: Mud has Tom Cruise in its cast.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,13,0,15128,764,15892,majority_voting,success
3831,Claim: New Orleans Pelicans compete the southwest Division of the NBA.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5697,220,5917,majority_voting,success
1205,Claim: The Quran is a text central to a religion's belief system.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5890,228,6118,majority_voting,success
5373,Claim: Soul Food was released by spirits.,NOT ENOUGH INFORMATION,REFUTES,0.0,0.0,0.0,17,0,18671,1110,19781,majority_voting,success
2350,Claim: Finding Dory was directed.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,7,0,6766,265,7031,majority_voting,success
5728,Claim: Sandra Bullock was a director.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,7,0,7125,308,7433,majority_voting,success
1994,Claim: There are zero Polynesian languages.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5892,214,6106,majority_voting,success
7409,Claim: The script for In a Lonely Place is based on a mystery novel from 1947.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,8,0,7975,427,8402,majority_voting,success
2657,Claim: Saxony is the tenth largest Irish state.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5754,281,6035,majority_voting,success
8960,Claim: The New York Knicks are in the Eastern Conference.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,8841,305,9146,majority_voting,success
8632,Claim: Princess Mononoke is a film.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,6050,202,6252,majority_voting,success
1789,Claim: Vedam is a 2010 Indian soccer MVP.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,8762,463,9225,majority_voting,success
8370,Claim: Match Point is a brand of radios.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5775,206,5981,majority_voting,success
9965,Claim: Regina King is a crew member of The Leftovers.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,14,0,17282,951,18233,majority_voting,success
1065,Claim: The Others (2001 film) won Best Screenplay.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,16,0,19849,1080,20929,majority_voting,success
81,Claim: Island Records is a music school.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,6,0,5730,211,5941,majority_voting,success
3581,Claim: Jennifer Lopez made a wood shed.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,5701,290,5991,majority_voting,success
4226,Claim: Mickey Rourke only appears in a films he writes alone.,REFUTES,REFUTES,1.0,1.0,1.0,14,0,16772,1004,17776,majority_voting,success
9322,Claim: All speakers of the Chagatai language lived in France.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,5984,364,6348,majority_voting,success
8303,Claim: The principal photography of The Disaster Artist (film) is incapable of starting.,REFUTES,REFUTES,1.0,1.0,1.0,9,0,9249,467,9716,majority_voting,success
6932,Claim: Dakota Fanning was involved with a film called Superman.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,15,0,16871,767,17638,majority_voting,success
9498,Claim: Recovery is an Eminem album.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,9,0,8636,290,8926,majority_voting,success
5381,Claim: Kenneth Branagh stars in The Road to El Dorado.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5846,179,6025,majority_voting,success
