question_idx,framework,em,f1,total_tokens
6536,react,1.0,1.0,3597
502,react,1.0,1.0,3716
1770,react,1.0,1.0,3548
6681,react,0.0,0.0,22638
682,react,1.0,1.0,4096
4084,react,1.0,1.0,3879
283,react,1.0,1.0,3848
6498,react,1.0,1.0,11372
4440,react,0.0,0.0,10383
1930,react,1.0,1.0,18871
6096,react,0.0,0.0,10077
6380,react,0.0,0.0,3977
1090,react,1.0,1.0,3490
2203,react,0.0,0.0,10493
6698,react,1.0,1.0,3558
1547,cot_sc,0.0,0.0,21130
2054,cot_sc,1.0,1.0,14713
478,cot_sc,1.0,1.0,13659
3245,cot_sc,0.0,0.0,49879
1119,cot_sc,1.0,1.0,15222
3575,cot_sc,1.0,1.0,29910
978,cot_sc,1.0,1.0,19354
1668,cot_sc,1.0,1.0,29395
6149,cot_sc,1.0,1.0,24925
4237,cot_sc,1.0,1.0,15731
1106,cot_sc,1.0,1.0,16849
6953,cot_sc,1.0,1.0,15006
2375,cot_sc,1.0,1.0,45226
5129,cot_sc,1.0,1.0,15443
4491,cot_sc,1.0,1.0,37945
720,cot_sc,1.0,1.0,15532
1205,cot_sc,1.0,1.0,29282
5136,cot_sc,1.0,1.0,23730
4151,cot_sc,1.0,1.0,17939
4456,cot_sc,0.0,0.0,37664
6054,cot_sc,0.0,0.0,39520
7110,cot_sc,0.0,0.0,36414
4166,cot_sc,1.0,1.0,13797
1564,cot_sc,1.0,1.0,28468
6694,cot_sc,0.0,0.0,28399
3802,cot_sc,0.0,0.0,30095
7043,cot_sc,0.0,0.0,32599
4109,cot_sc,1.0,1.0,13277
4368,cot_sc,0.0,0.0,0
150,cot_sc,0.0,0.0,0
6058,cot_sc,0.0,0.0,0
1653,cot_sc,0.0,0.0,13603
4619,cot_sc,0.0,0.0,38515
2179,cot_sc,1.0,1.0,14474
6444,cot_sc,1.0,1.0,42817
3882,cot_sc,0.0,0.0,16468
2951,cot_sc,1.0,1.0,16080
224,cot_sc,0.0,0.0,39267
902,cot_sc,1.0,1.0,30544
1009,cot_sc,1.0,1.0,25123
6856,cot_sc,0.0,0.0,36745
7251,cot_sc,1.0,1.0,18574
654,cot_sc,1.0,1.0,28777
6395,cot_sc,0.0,0.0,40702
1979,cot_sc,0.0,0.0,14362
2395,cot_sc,1.0,1.0,14967
3048,cot_sc,1.0,1.0,18340
4120,cot_sc,0.0,0.0,16572
5848,cot_sc,1.0,1.0,15029
2923,cot_sc,0.0,0.0,36122
4913,cot_sc,0.0,0.0,29530
6818,cot_sc,1.0,1.0,15392
680,cot_sc,1.0,1.0,36296
37,cot_sc,1.0,1.0,13977
3201,cot_sc,0.0,0.0,13531
6650,cot_sc,1.0,1.0,23732
1606,cot_sc,1.0,1.0,14600
6481,cot_sc,1.0,1.0,14513
6982,cot_sc,1.0,1.0,17948
4536,cot_sc,1.0,1.0,39800
5693,cot_sc,0.0,0.0,22853
4568,cot_sc,1.0,1.0,49823
4128,cot_sc,0.0,0.0,24272
3340,cot_sc,1.0,1.0,13594
7365,cot_sc,1.0,1.0,35377
6623,cot_sc,1.0,1.0,14380
2667,cot_sc,0.0,0.0,34759
2980,cot_sc,0.0,0.0,14395
1833,cot_sc,1.0,1.0,16252
6508,cot_sc,0.0,0.0,39294
4032,cot_sc,0.0,0.0,14779
6771,cot_sc,0.0,0.0,49766
5203,cot_sc,1.0,1.0,22602
6280,cot_sc,0.0,0.0,40661
176,cot_sc,1.0,1.0,37516
1712,cot_sc,1.0,1.0,26423
3388,cot_sc,0.0,0.0,26512
2543,cot_sc,1.0,1.0,14894
2893,cot_sc,1.0,1.0,23270
6613,cot_sc,1.0,1.0,44370
854,cot_sc,1.0,1.0,17448
4865,cot_sc,1.0,1.0,12498
102,cot_sc,1.0,1.0,26703
3235,cot_sc,1.0,1.0,19984
5498,cot_sc,1.0,1.0,20143
1666,cot_sc,1.0,1.0,40058
4240,cot_sc,0.0,0.0,27577
4787,cot_sc,1.0,1.0,13952
3042,cot_sc,1.0,1.0,34023
3620,cot_sc,0.0,0.0,39224
1611,cot_sc,1.0,1.0,37583
4233,cot_sc,0.0,0.0,20179
5948,cot_sc,0.0,0.0,30213
1011,cot_sc,1.0,1.0,13709
754,cot_sc,0.0,0.0,42896
592,cot_sc,1.0,1.0,38124
5683,cot_sc,0.0,0.0,43133
3681,cot_sc,1.0,1.0,14013
2703,cot_sc,1.0,1.0,13564
1419,cot_sc,1.0,1.0,19151
7382,cot_sc,1.0,1.0,30478
626,cot_sc,1.0,1.0,19140
2806,cot_sc,1.0,1.0,26760
4502,cot_sc,0.0,0.0,28210
41,cot_sc,1.0,1.0,14042
6937,cot_sc,1.0,1.0,31557
2778,cot_sc,1.0,1.0,18302
4589,cot_sc,1.0,1.0,14770
2724,cot_sc,0.0,0.0,13811
5148,cot_sc,1.0,1.0,13537
4438,cot_sc,1.0,1.0,14185
5597,cot_sc,1.0,1.0,27473
4851,cot_sc,1.0,1.0,37170
6672,cot_sc,1.0,1.0,32207
1654,cot_sc,1.0,1.0,39160
3696,cot_sc,0.0,0.0,14460
797,cot_sc,0.0,0.0,36261
4993,cot_sc,0.0,0.0,31864
1260,cot_sc,0.0,0.0,35868
1865,cot_sc,0.0,0.0,29360
2907,cot_sc,1.0,1.0,49285
3859,cot_sc,0.0,0.0,27255
3222,cot_sc,1.0,1.0,38976
2022,cot_sc,0.0,0.0,45279
350,cot_sc,1.0,1.0,15122
3962,cot_sc,1.0,1.0,35557
6087,cot_sc,0.0,0.0,46096
3352,cot_sc,1.0,1.0,14786
7331,cot_sc,0.0,0.0,36200
2877,cot_sc,1.0,1.0,32141
6795,cot_sc,1.0,1.0,17850
6536,cot_sc,1.0,1.0,13682
502,cot_sc,1.0,1.0,14296
1770,cot_sc,1.0,1.0,16854
6681,cot_sc,1.0,1.0,19962
682,cot_sc,1.0,1.0,22480
4084,cot_sc,1.0,1.0,18298
283,cot_sc,1.0,1.0,18017
6498,cot_sc,1.0,1.0,39531
4440,cot_sc,0.0,0.0,32252
1930,cot_sc,1.0,1.0,27432
6096,cot_sc,0.0,0.0,40044
6380,cot_sc,0.0,0.0,49659
1090,cot_sc,1.0,1.0,48841
2203,cot_sc,0.0,0.0,39547
6698,cot_sc,1.0,1.0,13977
1547,majority_voting,0.0,0.0,9598
2054,majority_voting,1.0,1.0,14382
478,majority_voting,1.0,1.0,27348
3245,majority_voting,0.0,0.0,41043
1119,majority_voting,1.0,1.0,10250
3575,majority_voting,1.0,1.0,19683
978,majority_voting,0.0,0.0,28017
1668,majority_voting,1.0,1.0,20267
6149,majority_voting,1.0,1.0,40457
4237,majority_voting,1.0,1.0,11137
1106,majority_voting,1.0,1.0,15326
6953,majority_voting,1.0,1.0,13375
2375,majority_voting,1.0,1.0,32248
5129,majority_voting,1.0,1.0,11047
4491,majority_voting,1.0,1.0,19536
720,majority_voting,1.0,1.0,12912
1205,majority_voting,1.0,1.0,10652
5136,majority_voting,0.0,0.0,29198
4151,majority_voting,1.0,1.0,15780
4456,majority_voting,1.0,1.0,20680
6054,majority_voting,0.0,0.0,36519
7110,majority_voting,1.0,1.0,10762
4166,majority_voting,1.0,1.0,10463
1564,majority_voting,0.0,0.0,37106
6694,majority_voting,0.0,0.0,28330
3802,majority_voting,0.0,0.0,12016
7043,majority_voting,0.0,0.0,17922
4109,majority_voting,1.0,1.0,11482
4368,majority_voting,1.0,1.0,16827
150,majority_voting,0.0,0.0,0
6058,majority_voting,0.0,0.0,0
1653,majority_voting,0.0,0.0,10209
4619,majority_voting,0.0,0.0,31015
2179,majority_voting,1.0,1.0,10465
6444,majority_voting,0.0,0.0,33831
3882,majority_voting,1.0,1.0,26325
2951,majority_voting,1.0,1.0,18616
224,majority_voting,1.0,1.0,36086
902,majority_voting,0.0,0.0,25770
1009,majority_voting,0.0,0.0,20021
6856,majority_voting,0.0,0.0,39461
7251,majority_voting,1.0,1.0,12201
654,majority_voting,1.0,1.0,35623
6395,majority_voting,0.0,0.0,25193
1979,majority_voting,0.0,0.0,10810
2395,majority_voting,1.0,1.0,12145
3048,majority_voting,1.0,1.0,32407
4120,majority_voting,0.0,0.0,10071
5848,majority_voting,1.0,1.0,25545
2923,majority_voting,1.0,1.0,21688
4913,majority_voting,0.0,0.0,11424
6818,majority_voting,1.0,1.0,12155
680,majority_voting,1.0,1.0,29918
37,majority_voting,1.0,1.0,10742
3201,majority_voting,0.0,0.0,13561
6650,majority_voting,1.0,1.0,31657
1606,majority_voting,1.0,1.0,11140
6481,majority_voting,1.0,1.0,27640
6982,majority_voting,1.0,1.0,17668
4536,majority_voting,0.0,0.0,27309
5693,majority_voting,0.0,0.0,17835
4568,majority_voting,0.0,0.0,35108
4128,majority_voting,1.0,1.0,55417
3340,majority_voting,1.0,1.0,8729
7365,majority_voting,1.0,1.0,42349
6623,majority_voting,1.0,1.0,11207
2667,majority_voting,0.0,0.0,14093
2980,majority_voting,0.0,0.0,19866
1833,majority_voting,1.0,1.0,26786
6508,majority_voting,0.0,0.0,25553
4032,majority_voting,0.0,0.0,15955
6771,majority_voting,1.0,1.0,36284
5203,majority_voting,0.0,0.0,29858
6280,majority_voting,0.0,0.0,34675
176,majority_voting,1.0,1.0,16070
1712,majority_voting,1.0,1.0,8750
3388,majority_voting,0.0,0.0,34369
2543,majority_voting,1.0,1.0,10859
2893,majority_voting,0.0,0.0,12649
6613,majority_voting,0.0,0.0,30922
854,majority_voting,1.0,1.0,11105
4865,majority_voting,1.0,1.0,9098
102,majority_voting,0.0,0.0,49680
3235,majority_voting,1.0,1.0,11531
5498,majority_voting,1.0,1.0,13097
1666,majority_voting,1.0,1.0,28756
4240,majority_voting,1.0,1.0,27718
4787,majority_voting,1.0,1.0,10328
3042,majority_voting,0.0,0.0,21792
3620,majority_voting,1.0,1.0,23307
1611,majority_voting,1.0,1.0,27359
4233,majority_voting,1.0,1.0,32359
5948,majority_voting,0.0,0.0,33990
1011,majority_voting,1.0,1.0,11354
754,majority_voting,1.0,1.0,26614
592,majority_voting,0.0,0.0,25477
5683,majority_voting,0.0,0.0,31165
3681,majority_voting,1.0,1.0,19402
2703,majority_voting,1.0,1.0,35596
1419,majority_voting,1.0,1.0,22328
7382,majority_voting,0.0,0.0,45371
626,majority_voting,1.0,1.0,11095
2806,majority_voting,1.0,1.0,17568
4502,majority_voting,0.0,0.0,33997
41,majority_voting,1.0,1.0,10615
6937,majority_voting,1.0,1.0,10090
2778,majority_voting,1.0,1.0,10253
4589,majority_voting,1.0,1.0,34984
2724,majority_voting,0.0,0.0,10204
5148,majority_voting,0.0,0.0,19040
4438,majority_voting,1.0,1.0,23983
5597,majority_voting,1.0,1.0,16356
4851,majority_voting,1.0,1.0,30036
6672,majority_voting,1.0,1.0,34672
1654,majority_voting,1.0,1.0,35958
3696,majority_voting,1.0,1.0,12813
797,majority_voting,0.0,0.0,23400
4993,majority_voting,1.0,1.0,34434
1260,majority_voting,0.0,0.0,19686
1865,majority_voting,1.0,1.0,26002
2907,majority_voting,0.0,0.0,35058
3859,majority_voting,1.0,1.0,11494
3222,majority_voting,1.0,1.0,10285
2022,majority_voting,1.0,1.0,14478
350,majority_voting,1.0,1.0,17200
3962,majority_voting,1.0,1.0,20333
6087,majority_voting,0.0,0.0,11724
3352,majority_voting,1.0,1.0,11026
7331,majority_voting,1.0,1.0,9620
2877,majority_voting,1.0,1.0,29823
6795,majority_voting,1.0,1.0,27287
6536,majority_voting,1.0,1.0,12500
502,majority_voting,1.0,1.0,10708
1770,majority_voting,1.0,1.0,10330
6681,majority_voting,1.0,1.0,20172
682,majority_voting,1.0,1.0,33470
4084,majority_voting,1.0,1.0,32851
283,majority_voting,1.0,1.0,23255
6498,majority_voting,1.0,1.0,44749
4440,majority_voting,0.0,0.0,29612
1930,majority_voting,1.0,1.0,17714
6096,majority_voting,0.0,0.0,29097
6380,majority_voting,1.0,1.0,34804
1090,majority_voting,1.0,1.0,27857
2203,majority_voting,0.0,0.0,38231
6698,majority_voting,1.0,1.0,10337
1547,reflexion_react,1.0,1.0,19807
2054,reflexion_react,1.0,1.0,3381
478,reflexion_react,1.0,1.0,11210
3245,reflexion_react,1.0,1.0,57757
1119,reflexion_react,1.0,1.0,3713
3575,reflexion_react,1.0,1.0,3633
978,reflexion_react,1.0,1.0,4711
1668,reflexion_react,1.0,1.0,87160
6149,reflexion_react,1.0,1.0,22134
4237,reflexion_react,1.0,1.0,3757
1106,reflexion_react,1.0,1.0,33716
6953,reflexion_react,1.0,1.0,3828
2375,reflexion_react,1.0,1.0,18684
5129,reflexion_react,1.0,1.0,3667
4491,reflexion_react,1.0,1.0,16791
720,reflexion_react,1.0,1.0,3639
1205,reflexion_react,1.0,1.0,3686
5136,reflexion_react,1.0,1.0,44783
4151,reflexion_react,1.0,1.0,3631
4456,reflexion_react,1.0,1.0,50103
6054,reflexion_react,1.0,1.0,108299
7110,reflexion_react,1.0,1.0,3407
4166,reflexion_react,1.0,1.0,3675
1564,reflexion_react,1.0,1.0,73976
6694,reflexion_react,1.0,1.0,83208
3802,reflexion_react,1.0,1.0,32763
7043,reflexion_react,1.0,1.0,41202
4109,reflexion_react,1.0,1.0,3506
4368,reflexion_react,1.0,1.0,96433
150,reflexion_react,0.0,0.0,0
6058,reflexion_react,0.0,0.0,0
1653,reflexion_react,0.0,0.0,46908
4619,reflexion_react,0.0,0.0,143023
2179,reflexion_react,1.0,1.0,3594
6444,reflexion_react,1.0,1.0,49850
3882,reflexion_react,1.0,1.0,12700
2951,reflexion_react,1.0,1.0,4091
224,reflexion_react,0.0,0.0,121885
902,reflexion_react,1.0,1.0,8607
1009,reflexion_react,0.0,0.0,65921
6856,reflexion_react,0.0,0.0,124538
7251,reflexion_react,1.0,1.0,3691
654,reflexion_react,1.0,1.0,70925
6395,reflexion_react,0.0,0.0,124444
1979,reflexion_react,1.0,1.0,21617
2395,reflexion_react,1.0,1.0,3566
3048,reflexion_react,1.0,1.0,10287
4120,reflexion_react,1.0,1.0,11569
5848,reflexion_react,1.0,1.0,3854
2923,reflexion_react,1.0,1.0,3590
4913,reflexion_react,1.0,1.0,35006
6818,reflexion_react,1.0,1.0,4179
680,reflexion_react,1.0,1.0,9910
37,reflexion_react,1.0,1.0,3518
3201,reflexion_react,1.0,1.0,37564
6650,reflexion_react,1.0,1.0,28657
1606,reflexion_react,1.0,1.0,3404
6481,reflexion_react,1.0,1.0,3530
6982,reflexion_react,1.0,1.0,13815
4536,reflexion_react,1.0,1.0,33973
5693,reflexion_react,1.0,1.0,59710
4568,reflexion_react,0.0,0.0,132105
4128,reflexion_react,1.0,1.0,38626
3340,reflexion_react,1.0,1.0,3271
7365,reflexion_react,1.0,1.0,12174
6623,reflexion_react,1.0,1.0,3507
2667,reflexion_react,1.0,1.0,61985
2980,reflexion_react,1.0,1.0,51501
1833,reflexion_react,1.0,1.0,15890
6508,reflexion_react,0.0,0.0,125410
4032,reflexion_react,1.0,1.0,3770
6771,reflexion_react,0.0,0.0,123343
5203,reflexion_react,1.0,1.0,7881
6280,reflexion_react,1.0,1.0,108966
176,reflexion_react,1.0,1.0,26979
1712,reflexion_react,1.0,1.0,3673
3388,reflexion_react,0.0,0.0,121456
2543,reflexion_react,1.0,1.0,3750
2893,reflexion_react,1.0,1.0,3408
6613,reflexion_react,0.0,0.0,127009
854,reflexion_react,1.0,1.0,3687
4865,reflexion_react,1.0,1.0,39445
102,reflexion_react,0.0,0.0,135114
3235,reflexion_react,1.0,1.0,3925
5498,reflexion_react,1.0,1.0,3787
1666,reflexion_react,0.0,0.0,137083
4240,reflexion_react,1.0,1.0,3504
4787,reflexion_react,1.0,1.0,3440
3042,reflexion_react,1.0,1.0,27017
3620,reflexion_react,1.0,1.0,8950
1611,reflexion_react,1.0,1.0,9351
4233,reflexion_react,1.0,1.0,3585
5948,reflexion_react,1.0,1.0,106738
1011,reflexion_react,1.0,1.0,4865
754,reflexion_react,1.0,1.0,9217
592,reflexion_react,1.0,1.0,8860
5683,reflexion_react,0.0,0.0,163015
3681,reflexion_react,1.0,1.0,15492
2703,reflexion_react,1.0,1.0,3495
1419,reflexion_react,1.0,1.0,3330
7382,reflexion_react,1.0,1.0,10058
626,reflexion_react,1.0,1.0,3467
2806,reflexion_react,1.0,1.0,3557
4502,reflexion_react,1.0,1.0,13023
41,reflexion_react,1.0,1.0,3601
6937,reflexion_react,1.0,1.0,3744
2778,reflexion_react,1.0,1.0,3507
4589,reflexion_react,1.0,1.0,3692
2724,reflexion_react,0.0,0.0,68116
5148,reflexion_react,1.0,1.0,3586
4438,reflexion_react,1.0,1.0,3598
5597,reflexion_react,1.0,1.0,3494
4851,reflexion_react,1.0,1.0,37355
6672,reflexion_react,1.0,1.0,9905
1654,reflexion_react,1.0,1.0,13877
3696,reflexion_react,1.0,1.0,63905
797,reflexion_react,0.0,0.0,101432
4993,reflexion_react,1.0,1.0,65735
1260,reflexion_react,1.0,1.0,25394
1865,reflexion_react,1.0,1.0,16407
2907,reflexion_react,1.0,1.0,57104
3859,reflexion_react,1.0,1.0,37663
3222,reflexion_react,1.0,1.0,3703
2022,reflexion_react,1.0,1.0,3764
350,reflexion_react,1.0,1.0,3840
3962,reflexion_react,1.0,1.0,28958
6087,reflexion_react,1.0,1.0,25376
3352,reflexion_react,1.0,1.0,3509
7331,reflexion_react,1.0,1.0,3519
2877,reflexion_react,1.0,1.0,14314
6795,reflexion_react,1.0,1.0,4069
6536,reflexion_react,1.0,1.0,3597
502,reflexion_react,1.0,1.0,3716
1770,reflexion_react,1.0,1.0,3548
6681,reflexion_react,1.0,1.0,3886
682,reflexion_react,1.0,1.0,4096
4084,reflexion_react,1.0,1.0,3879
283,reflexion_react,1.0,1.0,3848
6498,reflexion_react,1.0,1.0,13503
4440,reflexion_react,0.0,0.0,135761
1930,reflexion_react,1.0,1.0,5037
6096,reflexion_react,0.0,0.0,103092
6380,reflexion_react,1.0,1.0,13159
1090,reflexion_react,1.0,1.0,3490
2203,reflexion_react,1.0,1.0,20751
6698,reflexion_react,1.0,1.0,3558
1547,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5227
2054,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6082
478,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13230
3245,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,21499
1119,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5840
3575,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5939
978,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7275
1668,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,16347
6149,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7307
4237,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6146
1106,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,17883
6953,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6194
2375,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,23726
5129,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6050
4491,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,17366
720,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5923
1205,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5976
5136,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,16610
4151,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6041
4456,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,16790
6054,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13483
7110,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6045
4166,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5939
1564,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,7205
6694,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,8548
3802,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5756
7043,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6191
4109,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5849
4368,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,0
150,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,0
6058,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14342
1653,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5341
4619,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14572
2179,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5832
6444,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,15207
3882,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,8360
2951,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6641
224,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14630
902,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12479
1009,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,15556
6856,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,15248
7251,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6013
654,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,18515
6395,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12884
1979,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5613
2395,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5837
3048,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11994
4120,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,10612
5848,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6211
2923,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,19604
4913,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5694
6818,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6710
680,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13524
37,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5825
3201,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,29514
6650,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,23294
1606,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5744
6481,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5884
6982,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,27418
4536,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,22875
5693,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6187
4568,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,16944
4128,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6342
3340,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5545
7365,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,22858
6623,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6188
2667,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6128
2980,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5981
1833,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7963
6508,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,17785
4032,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6172
6771,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,20299
5203,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13238
6280,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11492
176,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5662
1712,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5975
