question_idx,question_text,answer,gt_answer,em,f1,reward,n_calls,n_badcalls,input_tokens,output_tokens,total_tokens,framework,status
7976,Claim: Microbiologist research promotes information that leads to important policy decisions,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,8,0,8751,529,9280,reflexion_react,success
867,Claim: Aerobic exercise is good for heart health.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5400,254,5654,reflexion_react,success
6248,Claim: The first inauguration of Bill Clinton took place in Vietnam.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1992,77,2069,reflexion_react,success
8712,Claim: Bones was cancelled by Hart Hanson.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1902,89,1991,reflexion_react,success
4260,Claim: Colin Kaepernick is a starter for the San Francisco 49ers.,REFUTES,SUPPORTS,0.0,0.0,0.0,21,0,29156,1598,30754,reflexion_react,success
4562,Claim: Shawn Carlson writes about science.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1919,57,1976,reflexion_react,success
441,Claim: The Millers's cancellation was announced four minutes into its second season.,REFUTES,REFUTES,1.0,1.0,1.0,4,0,3100,147,3247,reflexion_react,success
1019,Claim: Rachel Green was played by Janet Jackson.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1943,59,2002,reflexion_react,success
4950,Claim: A Milli is a song by a jazz recording artist.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1938,89,2027,reflexion_react,success
7521,Claim: The Armenian Genocide took place in the Ottoman Empire and the Republic of Turkey and is studied by historians.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1939,102,2041,reflexion_react,success
4312,Claim: Terry Crews played professional football.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1988,54,2042,reflexion_react,success
294,Claim: Steve Ditko studied at the Cartoonist and Illustrators School.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1940,67,2007,reflexion_react,success
1613,Claim: Emma Watson is a car model.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1952,88,2040,reflexion_react,success
5524,Claim: Christian Gottlob Neefe was an opera extinguisher.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,30721,2181,32902,reflexion_react,success
9836,Claim: Paramore is a classic rock band.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1864,119,1983,reflexion_react,success
7088,Claim: Eva Green acted in America.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1944,130,2074,reflexion_react,success
1413,Claim: Edmund H. North presented an Academy Award.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,28899,1458,30357,reflexion_react,success
6656,Claim: Kesha has only ever eaten hot dogs competitively for a living.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1984,102,2086,reflexion_react,success
9954,Claim: The San Diego Chargers is a team that Terry Crews played on.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,44,0,78707,5200,83907,reflexion_react,success
9131,Claim: French Indochina was in Northeast Asia.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,22,0,30591,1367,31958,reflexion_react,success
5917,Claim: 60 percent of the University of Mississippi's teachers come from Mississippi.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,5,0,4071,222,4293,reflexion_react,success
6853,Claim: How to Train Your Dragon 2 used new filming software.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,45,1,80398,5931,86329,reflexion_react,success
7884,Claim: Middle-earth was invented by a British writer.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1810,83,1893,reflexion_react,success
1068,Claim: Kelly Preston starred in Batman.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,23,0,33355,1903,35258,reflexion_react,success
470,Claim: The Washington Wizards won a division title in 2017 against the Miami Heat.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,8,0,8766,569,9335,reflexion_react,success
4007,Claim: Buffy Summers appears in a recorded work.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1928,91,2019,reflexion_react,success
9761,Claim: Edmund H. North was a songwriter.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,28712,1315,30027,reflexion_react,success
2114,Claim: Carlos Santana was in a rock band.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1938,69,2007,reflexion_react,success
8199,Claim: The 1974 crime film The Sugarland Express is in the home DVD library of Steven Spielberg.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,9,0,10176,654,10830,reflexion_react,success
3905,Claim: The second season of Shadowhunters had 20 episodes that are 22 minutes in length.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,8,0,8505,552,9057,reflexion_react,success
4218,Claim: Osamu Tezuka has a mother.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,6258,323,6581,reflexion_react,success
2019,Claim: The 14th Dalai Lama lives in Dubai.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,2027,88,2115,reflexion_react,success
7525,Claim: The Sterile Cuckoo was adapted from a novel written by an American novelist.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,5,0,4632,195,4827,reflexion_react,success
3148,"Claim: In 1953, Lockheed Martin's current President was born.",NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,48,0,80497,5816,86313,reflexion_react,success
1924,"Claim: Camden, New Jersey is a capital city.",NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,27,1,36098,1708,37806,reflexion_react,success
4921,Claim: Humphrey Bogart is a professional actor for films.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1913,94,2007,reflexion_react,success
4410,Claim: Anne Rice was born in the 1960's.,REFUTES,REFUTES,1.0,1.0,1.0,4,0,3041,130,3171,reflexion_react,success
2778,Claim: Sophia Bush was only in horror films.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1858,78,1936,reflexion_react,success
7732,Claim: Baz Luhrmann's film Australia stars Hugh Jackman.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1977,72,2049,reflexion_react,success
3121,Claim: Bessie Smith died.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1915,81,1996,reflexion_react,success
8565,Claim: Kenneth Lonergan is Canadian.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,30114,1638,31752,reflexion_react,success
5516,Claim: Wildfang was founded in 2010.,REFUTES,SUPPORTS,0.0,0.0,0.0,21,0,29888,1525,31413,reflexion_react,success
6857,Claim: Byron Howard was nominated for a Golden Globe.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,35,0,58181,3801,61982,reflexion_react,success
4508,Claim: Middle-earth is part of a collection.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1806,104,1910,reflexion_react,success
4025,Claim: Marvel vs. Capcom: Infinite is part of a series.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1822,82,1904,reflexion_react,success
6521,Claim: Caroline Kennedy served as Japanese Ambassador to the United States.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,26,0,35779,1910,37689,reflexion_react,success
9396,Claim: Jamaica is the place where Island Records was founded.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1917,69,1986,reflexion_react,success
7968,Claim: Tamerlan Tsarnaev has been to Allston.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,14,0,19327,891,20218,reflexion_react,success
3,Claim: Anne Rice was born in New Jersey.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,27,0,36671,1749,38420,reflexion_react,success
1495,Claim: Tamerlan Tsarnaev had a sister.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,8,0,9402,460,9862,reflexion_react,success
7554,Claim: T2 Trainspotting is set in and around Aberdeen.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1956,73,2029,reflexion_react,success
8074,Claim: Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,36,0,59084,4016,63100,reflexion_react,success
2324,Claim: Fabian Nicieza only writes screenplays.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1915,80,1995,reflexion_react,success
2406,Claim: Capsicum chinense is only a member of an animal family.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1865,89,1954,reflexion_react,success
699,Claim: Liverpool was the town where The Beatles died.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,4,0,2994,160,3154,reflexion_react,success
5805,Claim: Home for the Holidays stars someone who died on a holiday.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,8,0,8676,453,9129,reflexion_react,success
9070,Claim: Starrcade was a professional wrestling event.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1966,59,2025,reflexion_react,success
2168,Claim: Mary of Teck was never queen mother.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,47,0,88668,6380,95048,reflexion_react,success
4086,Claim: The 14th Dalai Lama resides in India.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,2027,82,2109,reflexion_react,success
8586,Claim: Instagram has Kendall Jenner on it.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,37,1,66052,6409,72461,reflexion_react,success
3675,Claim: Southpaw was written by Kurt Sutter.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,4,0,2942,129,3071,reflexion_react,success
7916,Claim: There was a grouping of French colonial territories called French Indochina.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1997,97,2094,reflexion_react,success
7103,Claim: Nuuk is in Norway.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1944,85,2029,reflexion_react,success
4079,Claim: Byron Howard co-directed the television show Tangled.,REFUTES,REFUTES,1.0,1.0,1.0,14,0,17780,1131,18911,reflexion_react,success
1857,Claim: A Milli is a song by Lil Wayne.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1925,59,1984,reflexion_react,success
3351,Claim: Microbiologist research challenges information found in pathology.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,50,0,98976,6799,105775,reflexion_react,success
9800,Claim: Franchising is regulated in the United Kingdom.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,8,0,8529,596,9125,reflexion_react,success
2693,Claim: Melancholia has Kiefer Sutherland in a starring role.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,4,0,3066,111,3177,reflexion_react,success
2119,Claim: Jack Falahee's middle name is Bryan.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,32,2,48610,3351,51961,reflexion_react,success
44,Claim: Noah Cyrus is a younger sister of Macy Grey.,REFUTES,REFUTES,1.0,1.0,1.0,6,0,6194,253,6447,reflexion_react,success
4452,Claim: Lithuania is where Lithuanians come from.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1968,73,2041,reflexion_react,success
9903,Claim: Scotty Moore was a software engineer.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,30652,1761,32413,reflexion_react,success
2548,Claim: Edison Machine Works was barely set up to produce dynamos.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,18,2,23867,2089,25956,reflexion_react,success
8675,Claim: Jenna Jameson worked as a doctor.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,29182,1340,30522,reflexion_react,success
7355,"Claim: Otto I, Holy Roman Emperor ended the Bulgarian invasions.",NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1976,97,2073,reflexion_react,success
4326,Claim: Paul Nicholls played Joe Wicks on EastEnders.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,4,0,2919,99,3018,reflexion_react,success
3691,Claim: Tom DeLonge formed a cult.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1921,61,1982,reflexion_react,success
3568,Claim: Regina King has received a Supreme Court nomination.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,5945,305,6250,reflexion_react,success
762,Claim: Nuuk is a seat of government.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1952,65,2017,reflexion_react,success
2492,Claim: The Hanford Site contributes to the LIGO Hanford Observatory.,NOT ENOUGH INFO,SUPPORTS,0.0,0.0,0.0,47,1,94865,8020,102885,reflexion_react,success
9445,Claim: Shadowhunters did not premiere in 2016.,REFUTES,REFUTES,1.0,1.0,1.0,4,0,2961,123,3084,reflexion_react,success
7187,Claim: Penélope Cruz refused to model for Mango.,NOT ENOUGH INFO,REFUTES,0.0,0.0,0.0,47,0,82738,5759,88497,reflexion_react,success
8129,Claim: Nestor Carbonell rejected all offers to star in any television show.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1954,113,2067,reflexion_react,success
6454,Claim: The Bloods is narrowly known for its rivalry with the Crips.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1879,96,1975,reflexion_react,success
6886,Claim: The Cincinnati Kid was directed by Norman Jewison in 1960.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1933,109,2042,reflexion_react,success
1023,Claim: Manmohan Singh was a prime minister after the first Prime Minister of India.,SUPPORTS,REFUTES,0.0,0.0,0.0,35,0,53820,2315,56135,reflexion_react,success
9981,Claim: Folklore includes bears.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1913,96,2009,reflexion_react,success
8921,Claim: Scotty Moore was a recording engineer for Sony.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,7,1,7288,552,7840,reflexion_react,success
7674,"Claim: Kellyanne Conway did not reference the ""Bowling Green massacre"" which never occurred.",REFUTES,REFUTES,1.0,1.0,1.0,4,0,3040,124,3164,reflexion_react,success
2073,Claim: Marvel vs. Capcom: Infinite retains the series' traditional character assists.,REFUTES,REFUTES,1.0,1.0,1.0,11,0,12925,1042,13967,reflexion_react,success
6466,Claim: Jack Falahee was born in February and he is unknown.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,22,0,34409,2045,36454,reflexion_react,success
6455,Claim: Thomas Jefferson worked with James Madison.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5989,243,6232,reflexion_react,success
8956,Claim: DNA is an album.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,6,0,5837,369,6206,reflexion_react,success
3445,Claim: WGBH-TV is a station on TV.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,2171,92,2263,reflexion_react,success
380,Claim: Ed Wood is a politician.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,31999,1750,33749,reflexion_react,success
3018,Claim: Derek Hough starred in a King-Lear-inspired film.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1979,92,2071,reflexion_react,success
5620,Claim: The Dark Tower has remained unadapted to film.,REFUTES,REFUTES,1.0,1.0,1.0,4,0,3064,139,3203,reflexion_react,success
9889,Claim: Jeong Hyeong-don is Asian.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,30940,1933,32873,reflexion_react,success
5798,Claim: Duane Chapman is a current bail bondsman.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,2046,67,2113,reflexion_react,success
6458,Claim: Marcus Bentley is incapable of being a voice-over artist.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1885,88,1973,reflexion_react,success
9581,Claim: Stripes featured an Italian in a role.,REFUTES,REFUTES,1.0,1.0,1.0,54,0,96105,4564,100669,reflexion_react,success
4608,"Claim: Neil Diamond was not born on January 24th, 1941.",REFUTES,REFUTES,1.0,1.0,1.0,4,0,3035,142,3177,reflexion_react,success
225,Claim: The NAACP Image Award for Outstanding Supporting Actor in a Drama Series was last given in 1995.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1882,91,1973,reflexion_react,success
3655,Claim: Mud has Tom Cruise in its cast.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,13,0,16387,954,17341,reflexion_react,success
3831,Claim: New Orleans Pelicans compete the southwest Division of the NBA.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1899,72,1971,reflexion_react,success
1205,Claim: The Quran is a text central to a religion's belief system.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,1964,73,2037,reflexion_react,success
5373,Claim: Soul Food was released by spirits.,REFUTES,REFUTES,1.0,1.0,1.0,21,1,27639,1899,29538,reflexion_react,success
2350,Claim: Finding Dory was directed.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,4,0,2922,107,3029,reflexion_react,success
5728,Claim: Sandra Bullock was a director.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,6,0,5881,276,6157,reflexion_react,success
1994,Claim: There are zero Polynesian languages.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,30008,1531,31539,reflexion_react,success
7409,Claim: The script for In a Lonely Place is based on a mystery novel from 1947.,SUPPORTS,NOT ENOUGH INFO,0.0,0.0,0.0,35,0,54786,3622,58408,reflexion_react,success
2657,Claim: Saxony is the tenth largest Irish state.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1917,65,1982,reflexion_react,success
8960,Claim: The New York Knicks are in the Eastern Conference.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,4,0,2964,125,3089,reflexion_react,success
8632,Claim: Princess Mononoke is a film.,SUPPORTS,SUPPORTS,1.0,1.0,1.0,3,0,2017,68,2085,reflexion_react,success
1789,Claim: Vedam is a 2010 Indian soccer MVP.,REFUTES,REFUTES,1.0,1.0,1.0,4,0,2917,120,3037,reflexion_react,success
8370,Claim: Match Point is a brand of radios.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1927,77,2004,reflexion_react,success
9965,Claim: Regina King is a crew member of The Leftovers.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,15,1,20617,1423,22040,reflexion_react,success
1065,Claim: The Others (2001 film) won Best Screenplay.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,4,0,3112,175,3287,reflexion_react,success
81,Claim: Island Records is a music school.,REFUTES,NOT ENOUGH INFO,0.0,0.0,0.0,21,0,28661,1432,30093,reflexion_react,success
3581,Claim: Jennifer Lopez made a wood shed.,NOT ENOUGH INFO,NOT ENOUGH INFO,1.0,1.0,1.0,3,0,1942,61,2003,reflexion_react,success
4226,Claim: Mickey Rourke only appears in a films he writes alone.,REFUTES,REFUTES,1.0,1.0,1.0,40,0,71482,5410,76892,reflexion_react,success
9322,Claim: All speakers of the Chagatai language lived in France.,REFUTES,REFUTES,1.0,1.0,1.0,3,0,1990,95,2085,reflexion_react,success
8303,Claim: The principal photography of The Disaster Artist (film) is incapable of starting.,REFUTES,REFUTES,1.0,1.0,1.0,4,0,3046,197,3243,reflexion_react,success
