question_idx,question_text,answer,gt_answer,em,f1,reward,n_calls,n_badcalls,input_tokens,output_tokens,total_tokens,framework,status
6686,Claim: Lost is a French drama.,REFUTES,NOT ENOUGH INFO,0,0,0,4,0,4025,164,4189,react,success
4877,Claim: Annette Badland was in a BBC science fiction series for at least 4 seasons.,REFUTES,NOT ENOUGH INFO,0,0,0,5,0,6492,369,6861,react,success
705,Claim: Rob Sheridan was born in 1976.,REFUTES,REFUTES,1,1,1,2,0,2101,53,2154,react,success
6245,Claim: Steve Wozniak designed homes.,REFUTES,REFUTES,1,1,1,2,0,1965,81,2046,react,success
2278,Claim: Fabian Nicieza has written for over 10 different comic books.,REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3001,201,3202,react,success
8642,Claim: The Mighty Ducks was only produced by Paramount Pictures.,REFUTES,REFUTES,1,1,1,2,0,1882,59,1941,react,success
644,Claim: Polar bears are dependent on international aid.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,5,0,5586,281,5867,react,success
2850,Claim: Daggering is associated with dancehall music.,SUPPORTS,SUPPORTS,1,1,1,2,0,1943,77,2020,react,success
5903,Claim: The French Resistance committed acts of sabotage in Paris.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,7,0,8927,514,9441,react,success
150,Claim: Bermuda Triangle is in the western part of the Atlantic Ocean near Florida.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1969,95,2064,react,success
7976,Claim: Microbiologist research promotes information that leads to important policy decisions,SUPPORTS,NOT ENOUGH INFO,0,0,0,4,0,4300,314,4614,react,success
867,Claim: Aerobic exercise is good for heart health.,SUPPORTS,SUPPORTS,1,1,1,5,0,5394,248,5642,react,success
6248,Claim: The first inauguration of Bill Clinton took place in Vietnam.,REFUTES,REFUTES,1,1,1,2,0,1992,77,2069,react,success
8712,Claim: Bones was cancelled by Hart Hanson.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1902,89,1991,react,success
4260,Claim: Colin Kaepernick is a starter for the San Francisco 49ers.,REFUTES,SUPPORTS,0,0,0,2,0,1946,109,2055,react,success
4562,Claim: Shawn Carlson writes about science.,SUPPORTS,SUPPORTS,1,1,1,2,0,1919,58,1977,react,success
441,Claim: The Millers's cancellation was announced four minutes into its second season.,REFUTES,REFUTES,1,1,1,3,0,3100,147,3247,react,success
1019,Claim: Rachel Green was played by Janet Jackson.,REFUTES,REFUTES,1,1,1,2,0,1943,59,2002,react,success
4950,Claim: A Milli is a song by a jazz recording artist.,REFUTES,REFUTES,1,1,1,2,0,1939,73,2012,react,success
7521,Claim: The Armenian Genocide took place in the Ottoman Empire and the Republic of Turkey and is studied by historians.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1939,102,2041,react,success
4312,Claim: Terry Crews played professional football.,SUPPORTS,SUPPORTS,1,1,1,2,0,1988,54,2042,react,success
294,Claim: Steve Ditko studied at the Cartoonist and Illustrators School.,SUPPORTS,SUPPORTS,1,1,1,2,0,1940,67,2007,react,success
1613,Claim: Emma Watson is a car model.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1952,88,2040,react,success
5524,Claim: Christian Gottlob Neefe was an opera extinguisher.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1876,103,1979,react,success
9836,Claim: Paramore is a classic rock band.,REFUTES,REFUTES,1,1,1,2,0,1864,119,1983,react,success
7088,Claim: Eva Green acted in America.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1944,130,2074,react,success
1413,Claim: Edmund H. North presented an Academy Award.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1933,120,2053,react,success
6656,Claim: Kesha has only ever eaten hot dogs competitively for a living.,REFUTES,REFUTES,1,1,1,3,0,3073,153,3226,react,success
9954,Claim: The San Diego Chargers is a team that Terry Crews played on.,NOT ENOUGH INFO,SUPPORTS,0,0,0,7,0,9192,342,9534,react,success
9131,Claim: French Indochina was in Northeast Asia.,REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3047,129,3176,react,success
5917,Claim: 60 percent of the University of Mississippi's teachers come from Mississippi.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,5,0,5582,370,5952,react,success
6853,Claim: How to Train Your Dragon 2 used new filming software.,NOT ENOUGH INFO,REFUTES,0,0,0,5,0,6270,468,6738,react,success
7884,Claim: Middle-earth was invented by a British writer.,SUPPORTS,SUPPORTS,1,1,1,2,0,1810,83,1893,react,success
1068,Claim: Kelly Preston starred in Batman.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1970,62,2032,react,success
470,Claim: The Washington Wizards won a division title in 2017 against the Miami Heat.,REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3161,208,3369,react,success
4007,Claim: Buffy Summers appears in a recorded work.,SUPPORTS,SUPPORTS,1,1,1,2,0,1928,92,2020,react,success
9761,Claim: Edmund H. North was a songwriter.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1930,100,2030,react,success
2114,Claim: Carlos Santana was in a rock band.,SUPPORTS,SUPPORTS,1,1,1,2,0,1938,69,2007,react,success
8199,Claim: The 1974 crime film The Sugarland Express is in the home DVD library of Steven Spielberg.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,3,0,3020,253,3273,react,success
3905,Claim: The second season of Shadowhunters had 20 episodes that are 22 minutes in length.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,8454,529,8983,react,success
4218,Claim: Osamu Tezuka has a mother.,SUPPORTS,SUPPORTS,1,1,1,2,0,2066,104,2170,react,success
2019,Claim: The 14th Dalai Lama lives in Dubai.,REFUTES,REFUTES,1,1,1,2,0,2027,88,2115,react,success
7525,Claim: The Sterile Cuckoo was adapted from a novel written by an American novelist.,SUPPORTS,SUPPORTS,1,1,1,4,0,4632,195,4827,react,success
3148,"Claim: In 1953, Lockheed Martin's current President was born.",NOT ENOUGH INFO,SUPPORTS,0,0,0,7,0,8988,553,9541,react,success
1924,"Claim: Camden, New Jersey is a capital city.",REFUTES,NOT ENOUGH INFO,0,0,0,2,0,2000,66,2066,react,success
4921,Claim: Humphrey Bogart is a professional actor for films.,SUPPORTS,SUPPORTS,1,1,1,2,0,1913,94,2007,react,success
4410,Claim: Anne Rice was born in the 1960's.,REFUTES,REFUTES,1,1,1,3,0,3067,124,3191,react,success
2778,Claim: Sophia Bush was only in horror films.,REFUTES,REFUTES,1,1,1,2,0,1858,78,1936,react,success
7732,Claim: Baz Luhrmann's film Australia stars Hugh Jackman.,SUPPORTS,SUPPORTS,1,1,1,2,0,1977,72,2049,react,success
3121,Claim: Bessie Smith died.,SUPPORTS,SUPPORTS,1,1,1,2,0,1915,81,1996,react,success
8565,Claim: Kenneth Lonergan is Canadian.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1937,69,2006,react,success
5516,Claim: Wildfang was founded in 2010.,REFUTES,SUPPORTS,0,0,0,2,0,1972,82,2054,react,success
6857,Claim: Byron Howard was nominated for a Golden Globe.,NOT ENOUGH INFO,SUPPORTS,0,0,0,2,0,1909,95,2004,react,success
4508,Claim: Middle-earth is part of a collection.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1806,98,1904,react,success
4025,Claim: Marvel vs. Capcom: Infinite is part of a series.,SUPPORTS,SUPPORTS,1,1,1,2,0,1822,82,1904,react,success
6521,Claim: Caroline Kennedy served as Japanese Ambassador to the United States.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1921,109,2030,react,success
9396,Claim: Jamaica is the place where Island Records was founded.,SUPPORTS,SUPPORTS,1,1,1,2,0,1917,69,1986,react,success
7968,Claim: Tamerlan Tsarnaev has been to Allston.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,5,0,6201,273,6474,react,success
3,Claim: Anne Rice was born in New Jersey.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1920,60,1980,react,success
1495,Claim: Tamerlan Tsarnaev had a sister.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,5,0,6027,326,6353,react,success
7554,Claim: T2 Trainspotting is set in and around Aberdeen.,REFUTES,REFUTES,1,1,1,2,0,1956,73,2029,react,success
8074,Claim: Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,NOT ENOUGH INFO,SUPPORTS,0,0,0,7,0,9868,620,10488,react,success
2324,Claim: Fabian Nicieza only writes screenplays.,REFUTES,REFUTES,1,1,1,2,0,1915,80,1995,react,success
2406,Claim: Capsicum chinense is only a member of an animal family.,REFUTES,REFUTES,1,1,1,2,0,1865,89,1954,react,success
699,Claim: Liverpool was the town where The Beatles died.,REFUTES,NOT ENOUGH INFO,0,0,0,4,0,4362,197,4559,react,success
5805,Claim: Home for the Holidays stars someone who died on a holiday.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,7,0,8777,475,9252,react,success
9070,Claim: Starrcade was a professional wrestling event.,SUPPORTS,SUPPORTS,1,1,1,2,0,1966,59,2025,react,success
2168,Claim: Mary of Teck was never queen mother.,REFUTES,REFUTES,1,1,1,3,0,3350,247,3597,react,success
4086,Claim: The 14th Dalai Lama resides in India.,SUPPORTS,SUPPORTS,1,1,1,2,0,2027,82,2109,react,success
8586,Claim: Instagram has Kendall Jenner on it.,NOT ENOUGH INFO,SUPPORTS,0,0,0,6,0,7149,381,7530,react,success
3675,Claim: Southpaw was written by Kurt Sutter.,SUPPORTS,SUPPORTS,1,1,1,4,0,4137,181,4318,react,success
7916,Claim: There was a grouping of French colonial territories called French Indochina.,SUPPORTS,SUPPORTS,1,1,1,2,0,1997,97,2094,react,success
7103,Claim: Nuuk is in Norway.,REFUTES,REFUTES,1,1,1,2,0,1944,85,2029,react,success
4079,Claim: Byron Howard co-directed the television show Tangled.,NOT ENOUGH INFO,REFUTES,0,0,0,2,0,1915,103,2018,react,success
1857,Claim: A Milli is a song by Lil Wayne.,SUPPORTS,SUPPORTS,1,1,1,2,0,1929,63,1992,react,success
3351,Claim: Microbiologist research challenges information found in pathology.,NOT ENOUGH INFORMATION,REFUTES,0,0,0,5,0,5553,449,6002,react,success
9800,Claim: Franchising is regulated in the United Kingdom.,NOT ENOUGH INFORMATION,NOT ENOUGH INFO,0,0,0,7,0,9476,1142,10618,react,success
2693,Claim: Melancholia has Kiefer Sutherland in a starring role.,SUPPORTS,SUPPORTS,1,1,1,3,0,3057,102,3159,react,success
2119,Claim: Jack Falahee's middle name is Bryan.,NOT ENOUGH INFO,REFUTES,0,0,0,2,0,2084,52,2136,react,success
44,Claim: Noah Cyrus is a younger sister of Macy Grey.,REFUTES,REFUTES,1,1,1,5,0,6194,254,6448,react,success
4452,Claim: Lithuania is where Lithuanians come from.,SUPPORTS,SUPPORTS,1,1,1,2,0,1968,62,2030,react,success
9903,Claim: Scotty Moore was a software engineer.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1957,64,2021,react,success
2548,Claim: Edison Machine Works was barely set up to produce dynamos.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1986,164,2150,react,success
8675,Claim: Jenna Jameson worked as a doctor.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1955,83,2038,react,success
7355,"Claim: Otto I, Holy Roman Emperor ended the Bulgarian invasions.",NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1976,97,2073,react,success
4326,Claim: Paul Nicholls played Joe Wicks on EastEnders.,SUPPORTS,SUPPORTS,1,1,1,3,0,2919,99,3018,react,success
3691,Claim: Tom DeLonge formed a cult.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1921,61,1982,react,success
3568,Claim: Regina King has received a Supreme Court nomination.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1954,69,2023,react,success
762,Claim: Nuuk is a seat of government.,SUPPORTS,SUPPORTS,1,1,1,2,0,1952,65,2017,react,success
2492,Claim: The Hanford Site contributes to the LIGO Hanford Observatory.,NOT ENOUGH INFO,SUPPORTS,0,0,0,3,0,3253,158,3411,react,success
9445,Claim: Shadowhunters did not premiere in 2016.,REFUTES,REFUTES,1,1,1,3,0,2961,106,3067,react,success
7187,Claim: Penélope Cruz refused to model for Mango.,NOT ENOUGH INFORMATION,REFUTES,0,0,0,5,0,5540,402,5942,react,success
8129,Claim: Nestor Carbonell rejected all offers to star in any television show.,REFUTES,REFUTES,1,1,1,2,0,1954,113,2067,react,success
6454,Claim: The Bloods is narrowly known for its rivalry with the Crips.,REFUTES,REFUTES,1,1,1,2,0,1879,96,1975,react,success
6886,Claim: The Cincinnati Kid was directed by Norman Jewison in 1960.,REFUTES,REFUTES,1,1,1,2,0,1933,109,2042,react,success
1023,Claim: Manmohan Singh was a prime minister after the first Prime Minister of India.,SUPPORTS,REFUTES,0,0,0,4,0,4737,196,4933,react,success
9981,Claim: Folklore includes bears.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1913,96,2009,react,success
8921,Claim: Scotty Moore was a recording engineer for Sony.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1967,91,2058,react,success
7674,"Claim: Kellyanne Conway did not reference the ""Bowling Green massacre"" which never occurred.",REFUTES,REFUTES,1,1,1,3,0,3040,124,3164,react,success
2073,Claim: Marvel vs. Capcom: Infinite retains the series' traditional character assists.,NOT ENOUGH INFO,REFUTES,0,0,0,7,0,8419,528,8947,react,success
6466,Claim: Jack Falahee was born in February and he is unknown.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,2090,95,2185,react,success
6455,Claim: Thomas Jefferson worked with James Madison.,SUPPORTS,SUPPORTS,1,1,1,5,0,5994,238,6232,react,success
8956,Claim: DNA is an album.,REFUTES,SUPPORTS,0,0,0,2,0,1918,72,1990,react,success
3445,Claim: WGBH-TV is a station on TV.,SUPPORTS,SUPPORTS,1,1,1,2,0,2171,92,2263,react,success
380,Claim: Ed Wood is a politician.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,2046,74,2120,react,success
3018,Claim: Derek Hough starred in a King-Lear-inspired film.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1979,92,2071,react,success
5620,Claim: The Dark Tower has remained unadapted to film.,REFUTES,REFUTES,1,1,1,3,0,3064,138,3202,react,success
9889,Claim: Jeong Hyeong-don is Asian.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1940,65,2005,react,success
5798,Claim: Duane Chapman is a current bail bondsman.,REFUTES,REFUTES,1,1,1,2,0,2046,67,2113,react,success
6458,Claim: Marcus Bentley is incapable of being a voice-over artist.,REFUTES,REFUTES,1,1,1,2,0,1885,88,1973,react,success
9581,Claim: Stripes featured an Italian in a role.,NOT ENOUGH INFO,REFUTES,0,0,0,7,0,9539,271,9810,react,success
4608,"Claim: Neil Diamond was not born on January 24th, 1941.",REFUTES,REFUTES,1,1,1,3,0,3034,132,3166,react,success
225,Claim: The NAACP Image Award for Outstanding Supporting Actor in a Drama Series was last given in 1995.,REFUTES,REFUTES,1,1,1,2,0,1882,91,1973,react,success
3655,Claim: Mud has Tom Cruise in its cast.,REFUTES,NOT ENOUGH INFO,0,0,0,5,0,5521,250,5771,react,success
3831,Claim: New Orleans Pelicans compete the southwest Division of the NBA.,SUPPORTS,SUPPORTS,1,1,1,2,0,1899,72,1971,react,success
1205,Claim: The Quran is a text central to a religion's belief system.,SUPPORTS,SUPPORTS,1,1,1,2,0,1964,73,2037,react,success
5373,Claim: Soul Food was released by spirits.,NOT ENOUGH INFO,REFUTES,0,0,0,7,0,7898,290,8188,react,success
2350,Claim: Finding Dory was directed.,SUPPORTS,SUPPORTS,1,1,1,3,0,2934,107,3041,react,success
5728,Claim: Sandra Bullock was a director.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1939,58,1997,react,success
1994,Claim: There are zero Polynesian languages.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1955,65,2020,react,success
7409,Claim: The script for In a Lonely Place is based on a mystery novel from 1947.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1860,105,1965,react,success
2657,Claim: Saxony is the tenth largest Irish state.,REFUTES,REFUTES,1,1,1,2,0,1917,65,1982,react,success
8960,Claim: The New York Knicks are in the Eastern Conference.,SUPPORTS,SUPPORTS,1,1,1,3,0,2964,115,3079,react,success
8632,Claim: Princess Mononoke is a film.,SUPPORTS,SUPPORTS,1,1,1,2,0,2017,68,2085,react,success
1789,Claim: Vedam is a 2010 Indian soccer MVP.,REFUTES,REFUTES,1,1,1,3,0,2931,161,3092,react,success
8370,Claim: Match Point is a brand of radios.,REFUTES,REFUTES,1,1,1,2,0,1927,77,2004,react,success
9965,Claim: Regina King is a crew member of The Leftovers.,SUPPORTS,NOT ENOUGH INFO,0,0,0,4,0,4860,302,5162,react,success
1065,Claim: The Others (2001 film) won Best Screenplay.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,3,0,3112,175,3287,react,success
81,Claim: Island Records is a music school.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1912,113,2025,react,success
3581,Claim: Jennifer Lopez made a wood shed.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1942,61,2003,react,success
4226,Claim: Mickey Rourke only appears in a films he writes alone.,REFUTES,REFUTES,1,1,1,6,0,7669,444,8113,react,success
9322,Claim: All speakers of the Chagatai language lived in France.,REFUTES,REFUTES,1,1,1,2,0,1990,100,2090,react,success
8303,Claim: The principal photography of The Disaster Artist (film) is incapable of starting.,REFUTES,REFUTES,1,1,1,5,0,5634,292,5926,react,success
6932,Claim: Dakota Fanning was involved with a film called Superman.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1998,62,2060,react,success
9498,Claim: Recovery is an Eminem album.,SUPPORTS,SUPPORTS,1,1,1,2,0,1792,62,1854,react,success
5381,Claim: Kenneth Branagh stars in The Road to El Dorado.,SUPPORTS,SUPPORTS,1,1,1,2,0,1953,66,2019,react,success
4080,Claim: Paris (Paris Hilton album) incorporates rhythm and lyrics of soul.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1856,93,1949,react,success
9871,Claim: Home for the Holidays stars the second child of Charlie Chaplin,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,9089,651,9740,react,success
2985,Claim: Efraim Diveroli is a Spaniard.,REFUTES,REFUTES,1,1,1,2,0,1858,68,1926,react,success
5364,Claim: Reign Over Me was written and directed by Mike Binder in 2001.,REFUTES,REFUTES,1,1,1,2,0,1955,121,2076,react,success
120,Claim: The 14th Dalai Lama lives in Japan exclusively.,REFUTES,REFUTES,1,1,1,2,0,2029,86,2115,react,success
9141,Claim: Gordon Ramsay has killed apprentices.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1809,160,1969,react,success
4324,"Claim: Ashley Cole was born December 20, 1980 in Sweden.",REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3111,143,3254,react,success
7309,Claim: Liverpool is outside of the United Kingdom.,REFUTES,REFUTES,1,1,1,2,0,1914,60,1974,react,success
1527,Claim: T2 Trainspotting is set in and around a city.,SUPPORTS,SUPPORTS,1,1,1,3,0,3019,139,3158,react,success
7706,Claim: Awkward Black Girl was made by Issa Rae.,SUPPORTS,SUPPORTS,1,1,1,2,0,2243,78,2321,react,success
7453,Claim: San Diego Comic-Con was not founded in 1970.,REFUTES,REFUTES,1,1,1,3,0,3162,143,3305,react,success
6544,Claim: Brazzers is not based in Canada.,REFUTES,REFUTES,1,1,1,2,0,1991,72,2063,react,success
3255,Claim: NPR played a song by Jewell.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,8947,472,9419,react,success
6047,Claim: The FBI declared Tamerlan Tsarnaev to be a suspect of a bombing.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1953,140,2093,react,success
8422,Claim: Sleipnir appears in Norse brochures.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,2005,106,2111,react,success
7587,Claim: Ian Brennan only works in mining.,REFUTES,REFUTES,1,1,1,3,0,2946,108,3054,react,success
8275,Claim: Touchscreens are used in telephones.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1792,77,1869,react,success
9923,Claim: Wentworth Miller made his screenwriting debut with the 2013 Stoker.,SUPPORTS,SUPPORTS,1,1,1,2,0,2044,75,2119,react,success
1419,Claim: Joe Rogan was an acrobat.,REFUTES,NOT ENOUGH INFO,0,0,0,2,0,1887,73,1960,react,success
6066,Claim: Jackie (2016 film) was written by Noah Oppenheim.,SUPPORTS,SUPPORTS,1,1,1,2,0,1921,83,2004,react,success
9359,Claim: David Packouz is from North America.,SUPPORTS,NOT ENOUGH INFO,0,0,0,2,0,1981,63,2044,react,success
7169,Claim: Lithuanians are a power group.,NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,2,0,1811,144,1955,react,success
9109,Claim: Kuching is in the east of Sarawak.,REFUTES,REFUTES,1,1,1,3,0,3044,97,3141,react,success
905,Claim: I Kissed a Girl is part of Katy Perry's second studio album.,SUPPORTS,SUPPORTS,1,1,1,4,0,4163,197,4360,react,success
4645,"Claim: Knocked Up was released on Monday June 1, 2007.",NOT ENOUGH INFO,NOT ENOUGH INFO,1,1,1,7,0,8812,457,9269,react,success
430,Claim: Renato Balestra was born outside of Trieste.,REFUTES,REFUTES,1,1,1,3,0,2933,123,3056,react,success
619,Claim: Lois Maxwell turned down the part in A View to a Kill.,REFUTES,NOT ENOUGH INFO,0,0,0,3,0,3012,163,3175,react,success
285,"Claim: On February 2, 2013, Chris Kyle died.",SUPPORTS,SUPPORTS,1,1,1,2,0,1916,59,1975,react,success
